Churn,Account_Age,Internet_Service,Data_Usage,Customer_Service_Calls,MonthlyCharge,Source
Yes,15.0,Yes,2129.0,3,182.4433,WGU Telecom Co.
No,3.0,Yes,907.0,2,139.9349,WGU Telecom Co.
No,7.0,Yes,797.0,1,179.9476,WGU Telecom Co.
Yes,2.0,Yes,744.0,1,127.4421,WGU Telecom Co.
No,5.0,No,534.0,2,102.4746,WGU Telecom Co.
Yes,1.0,Yes,1005.0,0,255.1555,WGU Telecom Co.
No,13.0,No,1398.0,0,129.9926,WGU Telecom Co.
Yes,13.0,Yes,1303.0,1,169.9447,WGU Telecom Co.
No,13.0,Yes,1389.0,1,137.4392,WGU Telecom Co.
Yes,4.0,No,590.0,2,129.9926,WGU Telecom Co.
Yes,20.0,Yes,2261.0,0,207.6094,WGU Telecom Co.
No,12.0,Yes,1454.0,1,182.4676,WGU Telecom Co.
No,5.0,No,627.0,1,127.475,WGU Telecom Co.
Yes,11.0,Yes,1659.0,1,262.6106,WGU Telecom Co.
No,8.0,Yes,1346.0,0,235.1591,WGU Telecom Co.
No,25.0,Yes,2915.0,1,277.6513,WGU Telecom Co.
Yes,16.0,Yes,2675.0,4,245.1283,WGU Telecom Co.
No,8.0,Yes,1653.0,2,142.4827,WGU Telecom Co.
Yes,8.0,No,1237.0,0,212.6557,WGU Telecom Co.
Yes,3.0,Yes,1003.0,1,139.965,WGU Telecom Co.
Yes,6.0,Yes,1588.0,0,235.1372,WGU Telecom Co.
Yes,16.0,Yes,2018.0,2,240.1149,WGU Telecom Co.
No,11.0,Yes,1586.0,3,152.4579,WGU Telecom Co.
Yes,16.0,Yes,2658.0,1,270.1604,WGU Telecom Co.
No,7.0,No,786.0,0,127.475,WGU Telecom Co.
No,18.0,Yes,1967.0,0,92.45514,WGU Telecom Co.
No,6.0,Yes,844.0,3,159.965,WGU Telecom Co.
No,9.0,Yes,1068.0,0,167.4564,WGU Telecom Co.
No,5.0,Yes,922.0,1,219.9902,WGU Telecom Co.
Yes,8.0,Yes,1178.0,0,242.6326,WGU Telecom Co.
No,10.0,Yes,1068.0,1,157.4698,WGU Telecom Co.
No,5.0,Yes,571.0,1,149.9778,WGU Telecom Co.
No,18.0,Yes,1792.0,1,172.4624,WGU Telecom Co.
Yes,4.0,Yes,1152.0,0,255.1372,WGU Telecom Co.
Yes,9.0,No,1217.0,0,194.9992,WGU Telecom Co.
Yes,6.0,Yes,1465.0,1,164.967,WGU Telecom Co.
No,4.0,Yes,841.0,2,104.9781,WGU Telecom Co.
No,2.0,Yes,950.0,1,152.4579,WGU Telecom Co.
Yes,6.0,Yes,968.0,0,194.9581,WGU Telecom Co.
No,24.0,Yes,2471.0,1,162.4526,WGU Telecom Co.
No,3.0,Yes,500.0,1,160.0013,WGU Telecom Co.
No,3.0,No,553.0,0,114.9976,WGU Telecom Co.
Yes,7.0,Yes,1403.0,2,159.9794,WGU Telecom Co.
Yes,15.0,Yes,2231.0,0,210.1051,WGU Telecom Co.
No,9.0,Yes,1511.0,1,174.9581,WGU Telecom Co.
Yes,8.0,Yes,1404.0,1,245.132,WGU Telecom Co.
Yes,9.0,Yes,1523.0,1,265.147,WGU Telecom Co.
No,7.0,No,641.0,0,92.5018,WGU Telecom Co.
No,5.0,Yes,655.0,1,172.4555,WGU Telecom Co.
Yes,5.0,Yes,1550.0,0,245.147,WGU Telecom Co.
Yes,3.0,Yes,479.0,0,202.4433,WGU Telecom Co.
Yes,14.0,Yes,2259.0,0,225.1457,WGU Telecom Co.
Yes,13.0,Yes,1445.0,1,194.9768,WGU Telecom Co.
No,6.0,No,842.0,1,104.9629,WGU Telecom Co.
No,15.0,Yes,1844.0,0,117.4872,WGU Telecom Co.
Yes,14.0,Yes,2021.0,2,119.9568,WGU Telecom Co.
Yes,2.0,Yes,1148.0,0,245.147,WGU Telecom Co.
No,6.0,Yes,635.0,0,179.9476,WGU Telecom Co.
Yes,13.0,No,1642.0,2,242.6573,WGU Telecom Co.
Yes,3.0,No,560.0,0,160.0122,WGU Telecom Co.
Yes,7.0,Yes,1800.0,2,257.6375,WGU Telecom Co.
Yes,7.0,Yes,1515.0,1,154.9919,WGU Telecom Co.
Yes,21.0,Yes,2301.0,0,207.4811,WGU Telecom Co.
No,13.0,Yes,1201.0,0,134.9509,WGU Telecom Co.
Yes,1.0,Yes,793.0,1,124.9607,WGU Telecom Co.
Yes,17.0,Yes,2281.0,1,167.4847,WGU Telecom Co.
Yes,12.0,No,1749.0,2,187.656,WGU Telecom Co.
No,6.0,No,768.0,0,139.9792,WGU Telecom Co.
No,13.0,Yes,1558.0,2,159.965,WGU Telecom Co.
No,7.0,No,1066.0,1,172.4871,WGU Telecom Co.
Yes,1.0,Yes,296.0,0,149.9483,WGU Telecom Co.
Yes,15.0,Yes,2446.0,1,257.6375,WGU Telecom Co.
No,20.0,Yes,2006.0,3,104.9643,WGU Telecom Co.
No,12.0,No,1498.0,0,132.5127,WGU Telecom Co.
Yes,9.0,Yes,1904.0,2,255.1198,WGU Telecom Co.
Yes,2.0,No,739.0,0,207.6386,WGU Telecom Co.
Yes,16.0,No,1884.0,0,197.6288,WGU Telecom Co.
Yes,5.0,Yes,1190.0,1,129.9915,WGU Telecom Co.
No,4.0,Yes,837.0,2,127.4738,WGU Telecom Co.
No,8.0,Yes,1158.0,1,204.961,WGU Telecom Co.
Yes,9.0,Yes,1761.0,2,245.147,WGU Telecom Co.
No,2.0,Yes,712.0,2,149.9928,WGU Telecom Co.
No,8.0,Yes,1476.0,1,154.9919,WGU Telecom Co.
Yes,4.0,Yes,830.0,0,194.9768,WGU Telecom Co.
Yes,19.0,Yes,1905.0,1,217.484,WGU Telecom Co.
No,3.0,No,518.0,0,107.5286,WGU Telecom Co.
No,10.0,No,1184.0,0,117.5152,WGU Telecom Co.
No,3.0,Yes,466.0,0,162.4713,WGU Telecom Co.
Yes,13.0,Yes,1389.0,2,159.9349,WGU Telecom Co.
Yes,10.0,No,984.0,0,149.9776,WGU Telecom Co.
Yes,1.0,Yes,732.0,1,220.1323,WGU Telecom Co.
Yes,2.0,No,1040.0,1,222.6792,WGU Telecom Co.
No,15.0,Yes,1686.0,0,172.4579,WGU Telecom Co.
No,15.0,Yes,1646.0,0,195.0062,WGU Telecom Co.
No,8.0,Yes,1181.0,0,162.4526,WGU Telecom Co.
No,16.0,Yes,2149.0,0,152.4555,WGU Telecom Co.
Yes,17.0,Yes,2221.0,0,139.9349,WGU Telecom Co.
Yes,6.0,Yes,995.0,0,182.447,WGU Telecom Co.
No,20.0,Yes,2442.0,1,184.9797,WGU Telecom Co.
Yes,3.0,Yes,1152.0,2,197.4725,WGU Telecom Co.
Yes,16.0,Yes,2212.0,1,265.147,WGU Telecom Co.
Yes,1.0,Yes,823.0,2,159.9476,WGU Telecom Co.
No,3.0,Yes,419.0,2,157.4698,WGU Telecom Co.
No,17.0,Yes,2089.0,2,139.965,WGU Telecom Co.
No,8.0,No,881.0,1,124.9935,WGU Telecom Co.
No,2.0,Yes,489.0,1,144.9607,WGU Telecom Co.
No,2.0,Yes,612.0,1,172.4441,WGU Telecom Co.
No,9.0,No,1149.0,0,147.5031,WGU Telecom Co.
No,20.0,Yes,1982.0,0,169.9378,WGU Telecom Co.
Yes,11.0,Yes,1317.0,0,220.1185,WGU Telecom Co.
No,2.0,Yes,315.0,0,127.482,WGU Telecom Co.
Yes,15.0,Yes,2032.0,1,164.9647,WGU Telecom Co.
Yes,3.0,No,640.0,2,147.4713,WGU Telecom Co.
Yes,10.0,No,1473.0,3,210.1518,WGU Telecom Co.
Yes,2.0,Yes,951.0,2,174.9699,WGU Telecom Co.
Yes,9.0,Yes,1542.0,2,235.1591,WGU Telecom Co.
No,11.0,Yes,1447.0,0,222.65,WGU Telecom Co.
Yes,7.0,Yes,1554.0,2,220.1149,WGU Telecom Co.
Yes,7.0,Yes,1184.0,0,137.4698,WGU Telecom Co.
Yes,3.0,Yes,1045.0,0,242.6143,WGU Telecom Co.
No,15.0,Yes,1494.0,0,192.4885,WGU Telecom Co.
Yes,9.0,Yes,1531.0,2,172.4705,WGU Telecom Co.
Yes,23.0,Yes,2698.0,1,142.4713,WGU Telecom Co.
No,3.0,Yes,326.0,0,149.9483,WGU Telecom Co.
No,6.0,No,867.0,1,159.9942,WGU Telecom Co.
Yes,10.0,Yes,1854.0,2,220.1149,WGU Telecom Co.
Yes,3.0,Yes,812.0,2,104.9643,WGU Telecom Co.
Yes,20.0,Yes,1939.0,1,179.9794,WGU Telecom Co.
No,17.0,No,1618.0,0,127.4887,WGU Telecom Co.
Yes,8.0,Yes,1254.0,1,129.9598,WGU Telecom Co.
No,10.0,Yes,1104.0,3,137.4392,WGU Telecom Co.
No,9.0,No,896.0,1,147.5031,WGU Telecom Co.
No,14.0,Yes,1814.0,1,139.9349,WGU Telecom Co.
Yes,12.0,Yes,1757.0,2,172.4567,WGU Telecom Co.
No,2.0,Yes,293.0,0,114.9728,WGU Telecom Co.
No,15.0,Yes,1850.0,3,204.9634,WGU Telecom Co.
No,9.0,Yes,1262.0,1,107.482,WGU Telecom Co.
Yes,2.0,Yes,599.0,0,172.4742,WGU Telecom Co.
No,3.0,Yes,490.0,3,179.9656,WGU Telecom Co.
Yes,2.0,Yes,882.0,0,255.1417,WGU Telecom Co.
No,6.0,Yes,989.0,0,114.9509,WGU Telecom Co.
Yes,11.0,Yes,2257.0,3,225.1457,WGU Telecom Co.
No,6.0,Yes,1400.0,2,162.497,WGU Telecom Co.
Yes,10.0,Yes,1923.0,1,210.1051,WGU Telecom Co.
No,6.0,No,1141.0,2,190.1737,WGU Telecom Co.
No,4.0,Yes,816.0,0,174.9755,WGU Telecom Co.
Yes,5.0,Yes,1433.0,4,200.1323,WGU Telecom Co.
No,15.0,Yes,1280.0,2,157.4836,WGU Telecom Co.
Yes,4.0,Yes,971.0,1,210.127,WGU Telecom Co.
No,4.0,Yes,1059.0,0,117.4392,WGU Telecom Co.
No,6.0,Yes,1110.0,0,129.9621,WGU Telecom Co.
Yes,4.0,No,969.0,1,187.656,WGU Telecom Co.
No,14.0,Yes,1428.0,2,152.4798,WGU Telecom Co.
Yes,2.0,Yes,572.0,0,192.4404,WGU Telecom Co.
No,5.0,Yes,718.0,1,144.9607,WGU Telecom Co.
No,18.0,No,2001.0,1,162.4818,WGU Telecom Co.
No,19.0,No,1650.0,2,112.4844,WGU Telecom Co.
Yes,15.0,Yes,2147.0,3,187.6094,WGU Telecom Co.
Yes,4.0,Yes,1790.0,0,257.6513,WGU Telecom Co.
No,6.0,Yes,1361.0,1,159.9794,WGU Telecom Co.
No,11.0,No,1436.0,1,152.5022,WGU Telecom Co.
No,14.0,Yes,1703.0,1,159.9656,WGU Telecom Co.
Yes,16.0,Yes,1869.0,1,230.1051,WGU Telecom Co.
No,8.0,No,840.0,0,114.9838,WGU Telecom Co.
Yes,6.0,No,879.0,1,127.4887,WGU Telecom Co.
Yes,12.0,Yes,1687.0,0,275.1198,WGU Telecom Co.
Yes,6.0,Yes,1352.0,1,184.9634,WGU Telecom Co.
No,9.0,No,1076.0,1,152.4884,WGU Telecom Co.
No,11.0,Yes,1064.0,2,127.482,WGU Telecom Co.
Yes,11.0,Yes,1506.0,0,194.9581,WGU Telecom Co.
Yes,3.0,Yes,1444.0,0,164.967,WGU Telecom Co.
No,7.0,Yes,916.0,2,159.983,WGU Telecom Co.
Yes,4.0,Yes,964.0,2,127.4421,WGU Telecom Co.
Yes,14.0,Yes,2353.0,1,237.6549,WGU Telecom Co.
No,13.0,Yes,1038.0,0,112.4551,WGU Telecom Co.
No,13.0,Yes,1832.0,2,152.4555,WGU Telecom Co.
No,15.0,Yes,2169.0,0,220.1149,WGU Telecom Co.
Yes,21.0,Yes,2024.0,1,179.9476,WGU Telecom Co.
Yes,2.0,Yes,964.0,1,172.4567,WGU Telecom Co.
No,11.0,Yes,1607.0,1,139.9875,WGU Telecom Co.
No,6.0,Yes,1163.0,1,159.9794,WGU Telecom Co.
Yes,8.0,Yes,1559.0,0,164.9647,WGU Telecom Co.
No,12.0,Yes,1338.0,0,157.4836,WGU Telecom Co.
Yes,20.0,Yes,2644.0,1,200.1185,WGU Telecom Co.
Yes,2.0,Yes,552.0,1,182.4538,WGU Telecom Co.
Yes,20.0,No,2337.0,0,242.6573,WGU Telecom Co.
Yes,6.0,Yes,1078.0,1,139.965,WGU Telecom Co.
Yes,6.0,Yes,919.0,1,169.9447,WGU Telecom Co.
No,8.0,Yes,1227.0,2,184.9785,WGU Telecom Co.
Yes,7.0,No,887.0,0,149.9776,WGU Telecom Co.
Yes,2.0,Yes,1585.0,0,222.6281,WGU Telecom Co.
Yes,3.0,Yes,1329.0,0,222.6326,WGU Telecom Co.
Yes,9.0,Yes,1793.0,1,242.6106,WGU Telecom Co.
No,2.0,Yes,462.0,0,179.9476,WGU Telecom Co.
Yes,2.0,Yes,1244.0,0,235.1372,WGU Telecom Co.
Yes,19.0,Yes,2216.0,1,262.6106,WGU Telecom Co.
No,2.0,Yes,1009.0,0,117.4872,WGU Telecom Co.
No,13.0,Yes,1382.0,1,204.9797,WGU Telecom Co.
No,2.0,No,505.0,1,92.5018,WGU Telecom Co.
Yes,6.0,No,1391.0,2,212.6695,WGU Telecom Co.
Yes,4.0,Yes,1047.0,1,139.9349,WGU Telecom Co.
No,5.0,Yes,1123.0,0,230.1051,WGU Telecom Co.
Yes,3.0,Yes,868.0,0,242.6143,WGU Telecom Co.
No,5.0,Yes,1323.0,2,162.497,WGU Telecom Co.
Yes,1.0,Yes,712.0,1,129.9483,WGU Telecom Co.
Yes,2.0,Yes,826.0,0,139.965,WGU Telecom Co.
Yes,15.0,Yes,1984.0,0,182.4433,WGU Telecom Co.
No,17.0,Yes,1881.0,1,127.4601,WGU Telecom Co.
Yes,9.0,Yes,1589.0,2,154.9755,WGU Telecom Co.
No,6.0,Yes,1290.0,1,152.4579,WGU Telecom Co.
No,26.0,Yes,2321.0,1,134.9509,WGU Telecom Co.
No,18.0,Yes,2373.0,1,140.0013,WGU Telecom Co.
No,11.0,No,1069.0,1,112.4844,WGU Telecom Co.
Yes,4.0,Yes,1152.0,2,197.4702,WGU Telecom Co.
No,16.0,Yes,2208.0,0,129.9621,WGU Telecom Co.
No,12.0,Yes,1839.0,0,197.4702,WGU Telecom Co.
Yes,19.0,Yes,2392.0,5,187.6094,WGU Telecom Co.
Yes,14.0,Yes,1585.0,1,192.4404,WGU Telecom Co.
No,19.0,No,1820.0,1,137.4684,WGU Telecom Co.
No,10.0,Yes,1628.0,1,139.9512,WGU Telecom Co.
Yes,2.0,No,717.0,0,152.5022,WGU Telecom Co.
Yes,2.0,Yes,1066.0,2,194.9525,WGU Telecom Co.
Yes,2.0,Yes,1030.0,1,174.9768,WGU Telecom Co.
Yes,15.0,Yes,1661.0,2,192.4705,WGU Telecom Co.
Yes,8.0,No,1059.0,2,182.49,WGU Telecom Co.
No,6.0,Yes,792.0,0,149.9621,WGU Telecom Co.
Yes,20.0,Yes,2084.0,0,217.484,WGU Telecom Co.
Yes,4.0,Yes,1002.0,4,242.6281,WGU Telecom Co.
Yes,16.0,Yes,2063.0,2,132.466,WGU Telecom Co.
No,7.0,No,951.0,2,147.4713,WGU Telecom Co.
No,21.0,Yes,2498.0,1,117.4392,WGU Telecom Co.
No,14.0,Yes,1572.0,1,202.4433,WGU Telecom Co.
No,9.0,Yes,1463.0,1,140.0013,WGU Telecom Co.
No,7.0,Yes,1458.0,2,162.4676,WGU Telecom Co.
Yes,3.0,Yes,900.0,0,142.4713,WGU Telecom Co.
Yes,13.0,Yes,1966.0,1,255.1198,WGU Telecom Co.
No,19.0,Yes,2596.0,0,275.1336,WGU Telecom Co.
Yes,16.0,Yes,2223.0,1,200.1185,WGU Telecom Co.
Yes,5.0,No,1132.0,1,200.1652,WGU Telecom Co.
Yes,5.0,Yes,603.0,0,147.4738,WGU Telecom Co.
Yes,3.0,Yes,930.0,0,232.6415,WGU Telecom Co.
No,6.0,Yes,1124.0,1,127.4601,WGU Telecom Co.
Yes,2.0,Yes,590.0,0,194.9581,WGU Telecom Co.
Yes,17.0,Yes,2330.0,1,210.1051,WGU Telecom Co.
No,17.0,Yes,1743.0,0,179.9476,WGU Telecom Co.
No,13.0,Yes,2007.0,1,154.9755,WGU Telecom Co.
No,6.0,Yes,751.0,3,182.447,WGU Telecom Co.
Yes,2.0,Yes,1225.0,0,222.6281,WGU Telecom Co.
No,4.0,Yes,460.0,3,137.4686,WGU Telecom Co.
No,12.0,Yes,1610.0,3,152.5104,WGU Telecom Co.
No,24.0,Yes,2391.0,3,162.4713,WGU Telecom Co.
No,19.0,Yes,1812.0,1,169.9447,WGU Telecom Co.
No,22.0,Yes,2114.0,0,162.4713,WGU Telecom Co.
No,6.0,Yes,936.0,0,162.4827,WGU Telecom Co.
No,9.0,Yes,1205.0,1,182.4676,WGU Telecom Co.
No,18.0,Yes,2297.0,0,119.9568,WGU Telecom Co.
No,27.0,Yes,2859.0,1,162.447,WGU Telecom Co.
No,9.0,Yes,1123.0,0,182.4833,WGU Telecom Co.
No,8.0,Yes,835.0,1,147.4601,WGU Telecom Co.
Yes,11.0,Yes,1257.0,0,159.9349,WGU Telecom Co.
Yes,10.0,Yes,1701.0,1,164.967,WGU Telecom Co.
Yes,11.0,Yes,1865.0,1,194.9663,WGU Telecom Co.
Yes,9.0,Yes,1368.0,0,240.1149,WGU Telecom Co.
No,14.0,Yes,1508.0,0,160.0013,WGU Telecom Co.
Yes,14.0,Yes,1663.0,1,242.6326,WGU Telecom Co.
Yes,9.0,Yes,1687.0,3,200.1323,WGU Telecom Co.
Yes,18.0,Yes,2282.0,2,149.9447,WGU Telecom Co.
No,8.0,No,1115.0,1,149.9776,WGU Telecom Co.
Yes,13.0,Yes,2268.0,0,207.4754,WGU Telecom Co.
No,9.0,Yes,1548.0,0,172.4705,WGU Telecom Co.
Yes,4.0,Yes,809.0,1,159.9656,WGU Telecom Co.
Yes,5.0,No,1046.0,1,232.6707,WGU Telecom Co.
Yes,2.0,Yes,864.0,0,255.1555,WGU Telecom Co.
No,19.0,Yes,1812.0,1,179.9656,WGU Telecom Co.
Yes,3.0,Yes,663.0,1,252.624,WGU Telecom Co.
No,2.0,Yes,255.0,1,112.4551,WGU Telecom Co.
No,6.0,Yes,1036.0,0,184.9785,WGU Telecom Co.
Yes,17.0,Yes,2063.0,0,142.4689,WGU Telecom Co.
Yes,19.0,Yes,2601.0,0,255.1336,WGU Telecom Co.
Yes,14.0,No,1765.0,1,190.1737,WGU Telecom Co.
Yes,8.0,Yes,1499.0,0,220.1323,WGU Telecom Co.
No,9.0,No,805.0,0,79.97886,WGU Telecom Co.
Yes,1.0,Yes,950.0,1,162.447,WGU Telecom Co.
Yes,4.0,Yes,588.0,1,137.4392,WGU Telecom Co.
No,17.0,Yes,1560.0,1,147.4421,WGU Telecom Co.
Yes,1.0,Yes,570.0,1,184.9853,WGU Telecom Co.
No,15.0,No,1406.0,2,104.9629,WGU Telecom Co.
No,2.0,Yes,485.0,0,179.9656,WGU Telecom Co.
No,7.0,Yes,1281.0,1,127.4738,WGU Telecom Co.
Yes,3.0,Yes,1025.0,0,149.9378,WGU Telecom Co.
No,30.0,Yes,2914.0,0,207.4811,WGU Telecom Co.
Yes,4.0,Yes,992.0,1,245.132,WGU Telecom Co.
No,23.0,Yes,2228.0,2,182.497,WGU Telecom Co.
Yes,3.0,Yes,946.0,1,132.466,WGU Telecom Co.
No,13.0,Yes,1656.0,2,172.4579,WGU Telecom Co.
Yes,2.0,No,981.0,0,242.6573,WGU Telecom Co.
Yes,9.0,Yes,1398.0,1,242.6326,WGU Telecom Co.
No,2.0,Yes,373.0,0,147.4783,WGU Telecom Co.
No,9.0,No,1284.0,0,172.4733,WGU Telecom Co.
No,11.0,No,1364.0,1,155.0084,WGU Telecom Co.
Yes,8.0,Yes,1655.0,2,222.6143,WGU Telecom Co.
Yes,2.0,Yes,676.0,0,232.6415,WGU Telecom Co.
Yes,7.0,No,1153.0,1,202.6829,WGU Telecom Co.
Yes,1.0,No,837.0,0,222.6792,WGU Telecom Co.
No,11.0,Yes,1247.0,0,147.4421,WGU Telecom Co.
No,11.0,Yes,1365.0,2,137.4698,WGU Telecom Co.
Yes,7.0,Yes,1607.0,0,199.9902,WGU Telecom Co.
No,22.0,No,2344.0,1,152.4952,WGU Telecom Co.
Yes,5.0,Yes,1108.0,0,172.4705,WGU Telecom Co.
Yes,10.0,No,1308.0,2,139.9861,WGU Telecom Co.
No,19.0,Yes,1907.0,0,184.9647,WGU Telecom Co.
No,18.0,Yes,1686.0,3,167.4564,WGU Telecom Co.
Yes,5.0,Yes,1501.0,1,245.1283,WGU Telecom Co.
No,10.0,No,954.0,0,127.4887,WGU Telecom Co.
Yes,7.0,Yes,1171.0,0,230.1051,WGU Telecom Co.
No,1.0,Yes,436.0,2,139.9568,WGU Telecom Co.
Yes,13.0,Yes,1965.0,0,174.9768,WGU Telecom Co.
No,4.0,Yes,495.0,0,137.4686,WGU Telecom Co.
No,13.0,Yes,1636.0,5,162.4833,WGU Telecom Co.
No,2.0,Yes,529.0,2,179.9476,WGU Telecom Co.
No,7.0,Yes,961.0,1,182.447,WGU Telecom Co.
Yes,8.0,Yes,721.0,0,167.4564,WGU Telecom Co.
No,17.0,No,1821.0,0,139.9792,WGU Telecom Co.
No,1.0,Yes,530.0,1,152.466,WGU Telecom Co.
Yes,7.0,Yes,1466.0,2,162.4676,WGU Telecom Co.
Yes,6.0,Yes,1288.0,1,277.6513,WGU Telecom Co.
Yes,10.0,Yes,1815.0,0,194.9663,WGU Telecom Co.
No,18.0,Yes,2206.0,3,162.447,WGU Telecom Co.
Yes,2.0,Yes,917.0,2,174.9768,WGU Telecom Co.
No,16.0,Yes,2096.0,2,142.5007,WGU Telecom Co.
No,22.0,Yes,2231.0,1,194.9744,WGU Telecom Co.
Yes,13.0,Yes,1525.0,1,217.4702,WGU Telecom Co.
Yes,12.0,Yes,1930.0,2,202.6362,WGU Telecom Co.
No,15.0,Yes,1508.0,2,167.4564,WGU Telecom Co.
Yes,4.0,Yes,1117.0,1,207.4974,WGU Telecom Co.
No,12.0,Yes,1382.0,1,162.4827,WGU Telecom Co.
No,26.0,Yes,2354.0,1,124.9781,WGU Telecom Co.
Yes,1.0,Yes,722.0,1,240.1149,WGU Telecom Co.
Yes,12.0,Yes,1620.0,1,149.9447,WGU Telecom Co.
No,9.0,Yes,1342.0,1,139.9875,WGU Telecom Co.
No,10.0,Yes,874.0,1,112.4551,WGU Telecom Co.
No,19.0,Yes,2204.0,1,104.9643,WGU Telecom Co.
Yes,6.0,No,987.0,1,175.1331,WGU Telecom Co.
No,9.0,No,1032.0,1,92.5018,WGU Telecom Co.
Yes,10.0,No,1184.0,1,162.4937,WGU Telecom Co.
Yes,28.0,Yes,3069.0,0,139.965,WGU Telecom Co.
No,8.0,Yes,1326.0,3,159.9656,WGU Telecom Co.
No,21.0,Yes,2005.0,0,140.0049,WGU Telecom Co.
No,12.0,Yes,1827.0,0,159.9794,WGU Telecom Co.
No,8.0,No,923.0,0,82.49655,WGU Telecom Co.
Yes,14.0,Yes,2100.0,1,207.4754,WGU Telecom Co.
No,2.0,Yes,461.0,1,159.9349,WGU Telecom Co.
Yes,5.0,Yes,1590.0,4,202.65,WGU Telecom Co.
No,4.0,Yes,296.0,0,124.9781,WGU Telecom Co.
Yes,9.0,Yes,1363.0,0,252.6378,WGU Telecom Co.
Yes,7.0,Yes,1292.0,1,162.447,WGU Telecom Co.
No,2.0,Yes,673.0,0,124.9607,WGU Telecom Co.
Yes,14.0,Yes,1947.0,1,277.6375,WGU Telecom Co.
Yes,2.0,Yes,1137.0,0,232.6378,WGU Telecom Co.
No,2.0,Yes,530.0,1,140.0049,WGU Telecom Co.
No,15.0,Yes,1440.0,2,159.9512,WGU Telecom Co.
Yes,2.0,No,736.0,2,220.1478,WGU Telecom Co.
Yes,18.0,No,1863.0,1,182.4762,WGU Telecom Co.
No,1.0,No,477.0,1,107.5286,WGU Telecom Co.
Yes,30.0,Yes,3119.0,2,255.1417,WGU Telecom Co.
No,2.0,Yes,862.0,1,129.9621,WGU Telecom Co.
No,10.0,Yes,1584.0,1,139.9349,WGU Telecom Co.
Yes,6.0,Yes,1757.0,1,202.65,WGU Telecom Co.
Yes,8.0,No,924.0,1,162.4937,WGU Telecom Co.
No,17.0,Yes,2081.0,3,172.4705,WGU Telecom Co.
No,8.0,No,1209.0,1,162.4982,WGU Telecom Co.
No,31.0,No,3043.0,0,162.5005,WGU Telecom Co.
Yes,8.0,Yes,935.0,1,147.4421,WGU Telecom Co.
No,8.0,Yes,798.0,2,114.9728,WGU Telecom Co.
Yes,5.0,No,823.0,1,165.0182,WGU Telecom Co.
Yes,24.0,Yes,2766.0,0,275.1336,WGU Telecom Co.
No,9.0,Yes,1461.0,0,255.1555,WGU Telecom Co.
Yes,14.0,Yes,1438.0,2,162.4713,WGU Telecom Co.
Yes,1.0,No,680.0,1,187.656,WGU Telecom Co.
No,2.0,Yes,464.0,0,137.4872,WGU Telecom Co.
Yes,12.0,Yes,1483.0,0,217.4702,WGU Telecom Co.
No,7.0,No,832.0,0,127.5112,WGU Telecom Co.
Yes,3.0,No,650.0,1,149.9913,WGU Telecom Co.
Yes,3.0,Yes,965.0,1,164.967,WGU Telecom Co.
Yes,16.0,Yes,2275.0,2,197.484,WGU Telecom Co.
No,24.0,Yes,2594.0,0,137.4836,WGU Telecom Co.
No,2.0,Yes,429.0,2,184.9647,WGU Telecom Co.
No,17.0,Yes,1759.0,0,124.9781,WGU Telecom Co.
Yes,4.0,Yes,1134.0,2,222.6143,WGU Telecom Co.
No,10.0,No,1236.0,0,139.9816,WGU Telecom Co.
No,16.0,Yes,2126.0,3,142.5007,WGU Telecom Co.
Yes,4.0,Yes,1024.0,1,240.1149,WGU Telecom Co.
Yes,1.0,Yes,336.0,1,164.9889,WGU Telecom Co.
Yes,2.0,Yes,759.0,0,194.9768,WGU Telecom Co.
No,17.0,Yes,1688.0,1,137.4686,WGU Telecom Co.
Yes,13.0,Yes,1761.0,2,220.1185,WGU Telecom Co.
No,4.0,Yes,794.0,3,182.4676,WGU Telecom Co.
No,17.0,Yes,2021.0,1,179.9476,WGU Telecom Co.
No,3.0,Yes,297.0,1,134.9509,WGU Telecom Co.
Yes,6.0,No,863.0,0,107.4806,WGU Telecom Co.
Yes,5.0,Yes,1003.0,0,172.4885,WGU Telecom Co.
No,25.0,Yes,2646.0,1,149.9621,WGU Telecom Co.
No,10.0,Yes,1526.0,1,162.447,WGU Telecom Co.
Yes,17.0,Yes,2537.0,0,245.147,WGU Telecom Co.
No,7.0,Yes,1225.0,2,252.6378,WGU Telecom Co.
Yes,7.0,Yes,877.0,2,159.9875,WGU Telecom Co.
Yes,12.0,Yes,2058.0,3,142.4827,WGU Telecom Co.
Yes,8.0,Yes,1064.0,0,184.9853,WGU Telecom Co.
No,4.0,Yes,707.0,2,147.4421,WGU Telecom Co.
No,10.0,No,1421.0,0,210.138,WGU Telecom Co.
No,11.0,Yes,1716.0,2,132.4798,WGU Telecom Co.
Yes,4.0,No,834.0,0,159.9942,WGU Telecom Co.
No,11.0,Yes,1273.0,0,184.9647,WGU Telecom Co.
Yes,3.0,No,1093.0,2,182.49,WGU Telecom Co.
Yes,7.0,No,1200.0,2,255.1665,WGU Telecom Co.
No,5.0,Yes,1069.0,1,127.4421,WGU Telecom Co.
No,16.0,Yes,1800.0,0,179.9794,WGU Telecom Co.
Yes,8.0,Yes,1725.0,0,202.65,WGU Telecom Co.
Yes,15.0,No,1517.0,1,119.9897,WGU Telecom Co.
Yes,4.0,Yes,925.0,1,252.624,WGU Telecom Co.
