Churn,Internet_Service,Data_Usage,Customer_Service_Calls,MonthlyCharge,Account_Age,Source
No,No,0.0,2,48.0,27.0,Kaggle Competitor
No,No,0.0,3,58.0,20.0,Kaggle Competitor
No,Yes,22.0,0,55.1,8.0,Kaggle Competitor
No,No,0.0,0,59.0,23.0,Kaggle Competitor
No,No,0.0,0,60.0,17.0,Kaggle Competitor
No,No,0.0,1,60.0,38.0,Kaggle Competitor
No,No,0.0,1,46.0,30.0,Kaggle Competitor
No,No,0.0,0,57.0,18.0,Kaggle Competitor
Yes,No,4.0,1,58.2,13.0,Kaggle Competitor
Yes,No,3.0,2,47.1,21.0,Kaggle Competitor
No,Yes,19.0,2,60.9,30.0,Kaggle Competitor
No,No,0.0,1,57.0,4.0,Kaggle Competitor
No,No,0.0,2,42.0,37.0,Kaggle Competitor
No,Yes,26.0,2,67.6,21.0,Kaggle Competitor
No,No,0.0,2,55.0,33.0,Kaggle Competitor
Yes,No,0.0,4,45.0,17.0,Kaggle Competitor
No,No,0.0,1,51.0,22.0,Kaggle Competitor
No,Yes,41.0,3,70.0,29.0,Kaggle Competitor
No,Yes,24.0,1,82.3,29.0,Kaggle Competitor
Yes,No,0.0,1,55.0,21.0,Kaggle Competitor
No,Yes,30.0,0,75.1,25.0,Kaggle Competitor
No,No,0.0,0,49.0,18.0,Kaggle Competitor
No,No,2.0,1,39.9,9.0,Kaggle Competitor
No,Yes,37.0,2,75.8,31.0,Kaggle Competitor
Yes,No,0.0,3,55.0,21.0,Kaggle Competitor
No,Yes,38.0,1,82.3,33.0,Kaggle Competitor
Yes,Yes,31.0,5,71.9,27.0,Kaggle Competitor
No,Yes,40.0,1,72.2,44.0,Kaggle Competitor
No,No,0.0,3,58.0,17.0,Kaggle Competitor
No,No,0.0,2,47.0,14.0,Kaggle Competitor
No,Yes,21.0,0,73.8,7.0,Kaggle Competitor
Yes,Yes,45.0,0,101.8,14.0,Kaggle Competitor
No,Yes,57.0,1,80.3,34.0,Kaggle Competitor
No,No,0.0,2,43.0,22.0,Kaggle Competitor
No,No,4.0,2,53.5,12.0,Kaggle Competitor
No,No,0.0,1,48.0,20.0,Kaggle Competitor
No,No,3.0,3,50.1,9.0,Kaggle Competitor
No,No,0.0,1,58.0,26.0,Kaggle Competitor
Yes,No,0.0,4,27.0,20.0,Kaggle Competitor
No,Yes,30.0,7,87.8,28.0,Kaggle Competitor
No,No,0.0,2,21.0,14.0,Kaggle Competitor
No,No,5.0,1,57.8,20.0,Kaggle Competitor
No,No,3.0,2,25.5,41.0,Kaggle Competitor
No,No,0.0,0,55.0,7.0,Kaggle Competitor
No,Yes,39.0,0,51.1,22.0,Kaggle Competitor
No,No,0.0,2,35.0,11.0,Kaggle Competitor
No,No,2.0,0,42.9,23.0,Kaggle Competitor
No,Yes,25.0,2,67.1,11.0,Kaggle Competitor
No,No,0.0,2,47.0,18.0,Kaggle Competitor
No,Yes,35.0,2,86.9,23.0,Kaggle Competitor
No,Yes,18.0,1,52.6,29.0,Kaggle Competitor
No,No,3.0,4,61.2,15.0,Kaggle Competitor
No,No,0.0,1,33.0,45.0,Kaggle Competitor
No,Yes,45.0,1,79.8,29.0,Kaggle Competitor
No,Yes,28.0,0,67.0,44.0,Kaggle Competitor
No,No,0.0,0,54.0,38.0,Kaggle Competitor
No,No,0.0,2,37.0,14.0,Kaggle Competitor
No,Yes,25.0,1,60.1,11.0,Kaggle Competitor
No,Yes,21.0,0,67.8,35.0,Kaggle Competitor
Yes,Yes,46.0,9,100.3,35.0,Kaggle Competitor
No,No,0.0,3,59.0,6.0,Kaggle Competitor
No,Yes,39.0,3,71.9,18.0,Kaggle Competitor
No,Yes,39.0,1,76.1,22.0,Kaggle Competitor
Yes,No,0.0,2,69.0,16.0,Kaggle Competitor
Yes,Yes,33.0,5,68.8,22.0,Kaggle Competitor
No,Yes,19.0,0,53.9,7.0,Kaggle Competitor
No,Yes,33.0,4,85.3,28.0,Kaggle Competitor
Yes,No,0.0,4,45.0,26.0,Kaggle Competitor
No,No,0.0,2,56.0,36.0,Kaggle Competitor
Yes,No,3.0,3,73.1,10.0,Kaggle Competitor
No,No,0.0,2,30.0,14.0,Kaggle Competitor
No,No,0.0,2,48.0,15.0,Kaggle Competitor
No,Yes,42.0,2,79.4,17.0,Kaggle Competitor
No,No,0.0,0,53.0,28.0,Kaggle Competitor
No,Yes,31.0,1,77.7,13.0,Kaggle Competitor
Yes,No,0.0,2,51.0,17.0,Kaggle Competitor
No,No,5.0,2,38.9,29.0,Kaggle Competitor
No,No,0.0,1,48.0,18.0,Kaggle Competitor
No,Yes,23.0,0,71.4,12.0,Kaggle Competitor
No,Yes,30.0,1,81.6,23.0,Kaggle Competitor
No,No,4.0,1,37.3,23.0,Kaggle Competitor
No,Yes,26.0,2,82.6,15.0,Kaggle Competitor
No,No,0.0,3,52.0,22.0,Kaggle Competitor
No,Yes,37.0,2,74.5,17.0,Kaggle Competitor
No,No,0.0,2,53.0,20.0,Kaggle Competitor
No,No,0.0,2,64.0,25.0,Kaggle Competitor
Yes,Yes,50.0,2,102.6,31.0,Kaggle Competitor
No,No,0.0,1,48.0,12.0,Kaggle Competitor
No,Yes,47.0,2,67.2,43.0,Kaggle Competitor
No,No,0.0,1,34.0,10.0,Kaggle Competitor
No,Yes,29.0,3,84.3,15.0,Kaggle Competitor
Yes,No,4.0,2,66.3,10.0,Kaggle Competitor
No,Yes,46.0,1,108.3,26.0,Kaggle Competitor
No,No,2.0,3,55.6,21.0,Kaggle Competitor
No,No,3.0,2,43.9,25.0,Kaggle Competitor
No,Yes,25.0,1,71.8,21.0,Kaggle Competitor
No,Yes,54.0,1,105.6,17.0,Kaggle Competitor
Yes,No,0.0,1,66.0,26.0,Kaggle Competitor
No,Yes,33.0,3,81.5,39.0,Kaggle Competitor
No,No,0.0,1,42.0,24.0,Kaggle Competitor
No,No,2.0,1,43.3,38.0,Kaggle Competitor
Yes,No,0.0,0,65.0,24.0,Kaggle Competitor
No,No,0.0,1,24.0,25.0,Kaggle Competitor
No,No,0.0,1,56.0,21.0,Kaggle Competitor
No,No,5.0,1,38.0,26.0,Kaggle Competitor
Yes,No,0.0,5,38.0,23.0,Kaggle Competitor
No,Yes,28.0,1,56.2,27.0,Kaggle Competitor
No,No,5.0,2,67.2,25.0,Kaggle Competitor
No,No,0.0,1,40.0,19.0,Kaggle Competitor
No,No,4.0,2,41.1,21.0,Kaggle Competitor
No,Yes,31.0,2,82.7,19.0,Kaggle Competitor
No,No,0.0,2,49.0,21.0,Kaggle Competitor
No,Yes,0.0,1,39.0,20.0,Kaggle Competitor
No,No,0.0,3,38.0,29.0,Kaggle Competitor
No,No,0.0,2,36.0,9.0,Kaggle Competitor
No,No,0.0,1,42.0,19.0,Kaggle Competitor
No,Yes,30.0,0,78.8,17.0,Kaggle Competitor
No,No,0.0,2,39.0,23.0,Kaggle Competitor
Yes,No,0.0,0,44.0,14.0,Kaggle Competitor
No,No,3.0,1,51.7,33.0,Kaggle Competitor
No,No,0.0,3,33.0,12.0,Kaggle Competitor
No,No,0.0,1,49.0,7.0,Kaggle Competitor
Yes,No,0.0,2,76.0,26.0,Kaggle Competitor
No,No,0.0,0,49.0,30.0,Kaggle Competitor
No,Yes,21.0,1,52.8,14.0,Kaggle Competitor
No,No,0.0,0,54.0,6.0,Kaggle Competitor
No,No,0.0,3,48.0,26.0,Kaggle Competitor
No,No,0.0,3,53.0,21.0,Kaggle Competitor
No,No,0.0,1,47.0,21.0,Kaggle Competitor
No,No,3.0,4,49.4,35.0,Kaggle Competitor
Yes,Yes,43.0,1,92.6,24.0,Kaggle Competitor
No,Yes,24.0,2,79.7,9.0,Kaggle Competitor
No,Yes,26.0,1,68.6,11.0,Kaggle Competitor
No,Yes,29.0,2,69.8,38.0,Kaggle Competitor
No,No,0.0,3,47.0,18.0,Kaggle Competitor
No,No,0.0,1,47.0,35.0,Kaggle Competitor
Yes,No,0.0,0,66.0,25.0,Kaggle Competitor
No,No,0.0,1,49.0,38.0,Kaggle Competitor
No,No,0.0,1,34.0,29.0,Kaggle Competitor
No,Yes,34.0,2,77.6,24.0,Kaggle Competitor
No,No,0.0,3,50.0,40.0,Kaggle Competitor
No,No,0.0,0,47.0,29.0,Kaggle Competitor
No,No,3.0,3,46.7,22.0,Kaggle Competitor
Yes,Yes,13.0,0,65.1,22.0,Kaggle Competitor
No,No,0.0,4,58.0,20.0,Kaggle Competitor
No,No,0.0,1,38.0,22.0,Kaggle Competitor
Yes,No,0.0,0,71.0,17.0,Kaggle Competitor
No,No,0.0,0,48.0,32.0,Kaggle Competitor
No,No,0.0,0,37.0,39.0,Kaggle Competitor
No,Yes,16.0,3,52.0,16.0,Kaggle Competitor
No,Yes,51.0,2,75.1,28.0,Kaggle Competitor
No,No,0.0,2,50.0,8.0,Kaggle Competitor
No,Yes,33.0,5,70.5,28.0,Kaggle Competitor
No,No,0.0,1,43.0,28.0,Kaggle Competitor
No,Yes,24.0,0,62.3,15.0,Kaggle Competitor
No,Yes,42.0,1,92.8,3.0,Kaggle Competitor
No,No,0.0,0,34.0,24.0,Kaggle Competitor
No,No,0.0,2,43.0,20.0,Kaggle Competitor
No,No,0.0,1,45.0,17.0,Kaggle Competitor
No,No,0.0,0,52.0,19.0,Kaggle Competitor
No,No,0.0,0,59.0,11.0,Kaggle Competitor
No,Yes,45.0,1,91.8,26.0,Kaggle Competitor
No,Yes,28.0,3,82.0,12.0,Kaggle Competitor
No,Yes,50.0,0,101.6,35.0,Kaggle Competitor
No,No,0.0,1,44.0,20.0,Kaggle Competitor
No,Yes,30.0,0,45.6,30.0,Kaggle Competitor
Yes,No,0.0,3,63.0,18.0,Kaggle Competitor
No,No,0.0,2,62.0,32.0,Kaggle Competitor
No,No,5.0,1,57.8,24.0,Kaggle Competitor
No,Yes,30.0,3,71.8,12.0,Kaggle Competitor
No,Yes,28.0,3,77.0,20.0,Kaggle Competitor
No,Yes,34.0,1,76.4,22.0,Kaggle Competitor
Yes,No,0.0,5,44.0,18.0,Kaggle Competitor
No,No,0.0,0,44.0,13.0,Kaggle Competitor
No,No,0.0,2,50.0,30.0,Kaggle Competitor
No,No,0.0,0,37.0,8.0,Kaggle Competitor
No,No,3.0,1,40.9,32.0,Kaggle Competitor
Yes,No,0.0,1,71.0,25.0,Kaggle Competitor
No,Yes,39.0,1,93.4,15.0,Kaggle Competitor
No,No,4.0,0,60.7,14.0,Kaggle Competitor
No,No,0.0,3,45.0,35.0,Kaggle Competitor
No,No,0.0,1,50.0,34.0,Kaggle Competitor
No,Yes,30.0,2,75.8,26.0,Kaggle Competitor
No,No,0.0,2,56.0,28.0,Kaggle Competitor
No,No,0.0,0,44.0,6.0,Kaggle Competitor
No,No,0.0,1,56.0,39.0,Kaggle Competitor
No,Yes,50.0,0,92.9,23.0,Kaggle Competitor
No,Yes,53.0,1,110.0,7.0,Kaggle Competitor
No,Yes,39.0,2,71.1,1.0,Kaggle Competitor
No,No,5.0,0,47.3,35.0,Kaggle Competitor
No,No,4.0,3,46.5,14.0,Kaggle Competitor
No,No,5.0,1,53.9,27.0,Kaggle Competitor
No,No,0.0,1,53.0,10.0,Kaggle Competitor
No,No,0.0,0,51.0,10.0,Kaggle Competitor
No,No,0.0,1,57.0,19.0,Kaggle Competitor
No,No,4.0,0,52.3,15.0,Kaggle Competitor
Yes,No,0.0,1,66.0,17.0,Kaggle Competitor
No,No,0.0,1,49.0,27.0,Kaggle Competitor
No,No,0.0,0,35.0,25.0,Kaggle Competitor
No,Yes,37.0,3,87.8,43.0,Kaggle Competitor
No,No,0.0,1,48.0,28.0,Kaggle Competitor
No,No,3.0,3,39.4,25.0,Kaggle Competitor
No,Yes,28.0,1,45.2,14.0,Kaggle Competitor
No,No,0.0,3,57.0,41.0,Kaggle Competitor
No,No,0.0,1,49.0,25.0,Kaggle Competitor
No,Yes,39.0,3,104.7,3.0,Kaggle Competitor
No,No,0.0,1,59.0,16.0,Kaggle Competitor
No,No,0.0,2,50.0,20.0,Kaggle Competitor
No,No,0.0,1,42.0,32.0,Kaggle Competitor
No,No,0.0,4,56.0,19.0,Kaggle Competitor
No,Yes,26.0,3,64.6,21.0,Kaggle Competitor
No,No,0.0,6,50.0,38.0,Kaggle Competitor
No,No,0.0,1,26.0,22.0,Kaggle Competitor
No,No,4.0,1,49.3,36.0,Kaggle Competitor
No,No,0.0,0,49.0,14.0,Kaggle Competitor
No,No,0.0,0,51.0,9.0,Kaggle Competitor
No,No,0.0,0,54.0,23.0,Kaggle Competitor
No,No,0.0,0,29.0,28.0,Kaggle Competitor
No,No,2.0,0,39.5,22.0,Kaggle Competitor
No,No,0.0,1,47.0,23.0,Kaggle Competitor
No,Yes,34.0,1,72.1,38.0,Kaggle Competitor
No,No,4.0,3,58.2,37.0,Kaggle Competitor
No,No,0.0,1,31.0,23.0,Kaggle Competitor
No,No,0.0,1,54.0,25.0,Kaggle Competitor
No,Yes,25.0,3,68.5,19.0,Kaggle Competitor
No,Yes,34.0,2,58.6,19.0,Kaggle Competitor
No,No,0.0,2,48.0,32.0,Kaggle Competitor
No,No,3.0,3,54.9,16.0,Kaggle Competitor
No,No,0.0,4,50.0,30.0,Kaggle Competitor
No,No,4.0,2,30.1,24.0,Kaggle Competitor
No,No,0.0,2,56.0,36.0,Kaggle Competitor
No,Yes,24.0,2,67.7,39.0,Kaggle Competitor
Yes,No,0.0,1,64.0,26.0,Kaggle Competitor
No,Yes,37.0,2,87.8,13.0,Kaggle Competitor
No,No,0.0,1,55.0,15.0,Kaggle Competitor
No,No,0.0,1,46.0,29.0,Kaggle Competitor
No,No,0.0,2,49.0,18.0,Kaggle Competitor
No,Yes,24.0,0,65.0,23.0,Kaggle Competitor
Yes,Yes,35.0,6,59.4,24.0,Kaggle Competitor
No,No,0.0,1,54.0,26.0,Kaggle Competitor
No,No,0.0,3,44.0,18.0,Kaggle Competitor
No,Yes,53.0,1,92.3,30.0,Kaggle Competitor
No,No,2.0,2,45.0,13.0,Kaggle Competitor
No,No,0.0,1,39.0,19.0,Kaggle Competitor
No,No,0.0,1,55.0,15.0,Kaggle Competitor
No,Yes,41.0,2,97.3,20.0,Kaggle Competitor
No,Yes,43.0,0,85.2,35.0,Kaggle Competitor
Yes,No,0.0,3,64.0,22.0,Kaggle Competitor
No,No,0.0,2,61.0,21.0,Kaggle Competitor
No,No,0.0,2,63.0,11.0,Kaggle Competitor
No,Yes,31.0,2,76.7,20.0,Kaggle Competitor
No,Yes,39.0,1,79.7,21.0,Kaggle Competitor
No,No,0.0,3,27.0,39.0,Kaggle Competitor
Yes,No,0.0,5,41.0,16.0,Kaggle Competitor
Yes,No,0.0,2,40.0,21.0,Kaggle Competitor
No,No,0.0,1,48.0,16.0,Kaggle Competitor
No,No,0.0,1,51.0,23.0,Kaggle Competitor
No,Yes,30.0,1,81.4,15.0,Kaggle Competitor
No,No,0.0,0,30.0,15.0,Kaggle Competitor
No,Yes,37.0,5,84.8,27.0,Kaggle Competitor
No,No,0.0,1,49.0,36.0,Kaggle Competitor
No,No,0.0,1,54.0,18.0,Kaggle Competitor
No,Yes,21.0,1,66.8,27.0,Kaggle Competitor
No,No,4.0,1,39.0,28.0,Kaggle Competitor
No,No,4.0,1,52.4,36.0,Kaggle Competitor
No,No,0.0,1,61.0,24.0,Kaggle Competitor
No,No,0.0,1,46.0,20.0,Kaggle Competitor
No,Yes,27.0,3,64.1,34.0,Kaggle Competitor
No,Yes,33.0,0,64.3,23.0,Kaggle Competitor
No,Yes,41.0,3,79.3,5.0,Kaggle Competitor
No,No,0.0,2,31.0,21.0,Kaggle Competitor
No,No,4.0,1,50.4,9.0,Kaggle Competitor
No,No,0.0,2,50.0,16.0,Kaggle Competitor
No,No,0.0,2,57.0,8.0,Kaggle Competitor
No,No,0.0,1,41.0,26.0,Kaggle Competitor
No,Yes,32.0,2,92.5,25.0,Kaggle Competitor
No,Yes,31.0,2,71.7,31.0,Kaggle Competitor
No,No,0.0,1,55.0,29.0,Kaggle Competitor
No,No,0.0,2,54.0,6.0,Kaggle Competitor
No,No,0.0,1,55.0,37.0,Kaggle Competitor
No,Yes,49.0,0,94.5,8.0,Kaggle Competitor
No,Yes,37.0,0,75.8,28.0,Kaggle Competitor
No,No,0.0,2,50.0,26.0,Kaggle Competitor
Yes,No,0.0,0,60.0,28.0,Kaggle Competitor
No,Yes,49.0,2,93.0,34.0,Kaggle Competitor
No,No,0.0,3,59.0,17.0,Kaggle Competitor
No,No,3.0,1,56.6,24.0,Kaggle Competitor
No,No,0.0,1,46.0,41.0,Kaggle Competitor
Yes,Yes,29.0,5,59.8,34.0,Kaggle Competitor
No,No,0.0,0,50.0,18.0,Kaggle Competitor
Yes,No,0.0,1,45.0,29.0,Kaggle Competitor
No,No,0.0,1,45.0,18.0,Kaggle Competitor
No,No,0.0,1,46.0,24.0,Kaggle Competitor
No,Yes,34.0,0,85.4,14.0,Kaggle Competitor
No,Yes,19.0,2,55.7,31.0,Kaggle Competitor
No,Yes,44.0,6,84.7,26.0,Kaggle Competitor
No,No,0.0,2,58.0,38.0,Kaggle Competitor
No,No,0.0,2,63.0,25.0,Kaggle Competitor
No,No,0.0,1,45.0,26.0,Kaggle Competitor
No,Yes,30.0,1,79.4,8.0,Kaggle Competitor
No,No,5.0,3,29.8,24.0,Kaggle Competitor
No,Yes,36.0,1,90.2,25.0,Kaggle Competitor
No,No,0.0,3,62.0,16.0,Kaggle Competitor
No,No,0.0,0,53.0,20.0,Kaggle Competitor
Yes,No,0.0,2,63.0,6.0,Kaggle Competitor
No,No,0.0,2,47.0,21.0,Kaggle Competitor
No,No,0.0,3,38.0,32.0,Kaggle Competitor
No,Yes,24.0,0,85.3,21.0,Kaggle Competitor
No,No,0.0,2,48.0,9.0,Kaggle Competitor
Yes,Yes,27.0,1,90.1,16.0,Kaggle Competitor
No,No,0.0,2,38.0,10.0,Kaggle Competitor
No,No,0.0,1,53.0,17.0,Kaggle Competitor
No,No,0.0,1,57.0,21.0,Kaggle Competitor
No,Yes,27.0,1,64.7,26.0,Kaggle Competitor
Yes,No,0.0,1,44.0,16.0,Kaggle Competitor
No,Yes,47.0,2,95.4,31.0,Kaggle Competitor
No,Yes,51.0,1,80.9,23.0,Kaggle Competitor
No,Yes,37.0,1,94.5,22.0,Kaggle Competitor
No,No,0.0,1,60.0,25.0,Kaggle Competitor
No,No,0.0,0,60.0,19.0,Kaggle Competitor
No,No,4.0,1,60.5,31.0,Kaggle Competitor
No,No,0.0,0,62.0,17.0,Kaggle Competitor
No,No,0.0,0,52.0,19.0,Kaggle Competitor
No,No,0.0,0,43.0,32.0,Kaggle Competitor
No,Yes,39.0,1,69.7,13.0,Kaggle Competitor
No,Yes,37.0,0,76.5,14.0,Kaggle Competitor
No,Yes,19.0,1,68.7,39.0,Kaggle Competitor
No,No,0.0,1,54.0,28.0,Kaggle Competitor
No,No,2.0,0,50.9,13.0,Kaggle Competitor
No,No,0.0,1,30.0,36.0,Kaggle Competitor
No,No,0.0,0,54.0,38.0,Kaggle Competitor
No,Yes,40.0,1,73.5,17.0,Kaggle Competitor
Yes,No,0.0,2,68.0,17.0,Kaggle Competitor
No,No,0.0,1,57.0,19.0,Kaggle Competitor
No,No,0.0,2,31.0,56.0,Kaggle Competitor
No,No,0.0,1,50.0,35.0,Kaggle Competitor
No,No,3.0,1,45.6,35.0,Kaggle Competitor
No,Yes,41.0,2,72.3,21.0,Kaggle Competitor
No,No,0.0,0,22.0,18.0,Kaggle Competitor
No,No,4.0,1,47.1,31.0,Kaggle Competitor
No,Yes,33.0,1,63.3,18.0,Kaggle Competitor
No,No,0.0,2,47.0,34.0,Kaggle Competitor
No,No,0.0,1,48.0,17.0,Kaggle Competitor
No,No,0.0,1,48.0,32.0,Kaggle Competitor
No,No,5.0,0,49.2,33.0,Kaggle Competitor
No,No,0.0,2,48.0,15.0,Kaggle Competitor
No,No,0.0,2,54.0,28.0,Kaggle Competitor
Yes,No,0.0,3,37.0,28.0,Kaggle Competitor
No,No,0.0,2,53.0,20.0,Kaggle Competitor
Yes,No,0.0,2,73.0,20.0,Kaggle Competitor
No,No,4.0,0,59.0,23.0,Kaggle Competitor
No,No,0.0,3,23.0,24.0,Kaggle Competitor
No,No,0.0,1,31.0,6.0,Kaggle Competitor
No,Yes,31.0,0,81.2,19.0,Kaggle Competitor
No,Yes,26.0,0,57.9,15.0,Kaggle Competitor
No,Yes,39.0,1,93.1,25.0,Kaggle Competitor
No,Yes,52.0,1,100.5,20.0,Kaggle Competitor
No,No,0.0,3,40.0,26.0,Kaggle Competitor
No,No,0.0,5,54.0,18.0,Kaggle Competitor
No,No,0.0,2,41.0,15.0,Kaggle Competitor
No,No,0.0,1,50.0,23.0,Kaggle Competitor
No,Yes,47.0,1,83.4,34.0,Kaggle Competitor
No,Yes,32.0,1,92.0,33.0,Kaggle Competitor
Yes,No,0.0,1,47.0,22.0,Kaggle Competitor
No,Yes,33.0,1,66.8,16.0,Kaggle Competitor
No,No,0.0,0,57.0,34.0,Kaggle Competitor
No,No,0.0,2,57.0,30.0,Kaggle Competitor
No,No,0.0,0,52.0,38.0,Kaggle Competitor
Yes,No,0.0,3,52.0,31.0,Kaggle Competitor
No,No,0.0,3,61.0,34.0,Kaggle Competitor
No,No,0.0,3,43.0,16.0,Kaggle Competitor
No,Yes,31.0,2,85.2,28.0,Kaggle Competitor
No,No,0.0,2,59.0,15.0,Kaggle Competitor
No,No,3.0,1,44.7,24.0,Kaggle Competitor
No,No,0.0,1,47.0,37.0,Kaggle Competitor
No,Yes,38.0,1,80.6,30.0,Kaggle Competitor
Yes,No,0.0,3,65.0,21.0,Kaggle Competitor
No,No,0.0,2,46.0,39.0,Kaggle Competitor
No,No,0.0,1,43.0,13.0,Kaggle Competitor
No,Yes,42.0,3,76.4,17.0,Kaggle Competitor
No,No,0.0,1,49.0,10.0,Kaggle Competitor
No,No,0.0,3,44.0,36.0,Kaggle Competitor
No,No,0.0,4,51.0,12.0,Kaggle Competitor
No,Yes,36.0,0,91.0,27.0,Kaggle Competitor
No,No,0.0,1,38.0,20.0,Kaggle Competitor
No,No,0.0,0,54.0,10.0,Kaggle Competitor
No,No,3.0,2,51.6,29.0,Kaggle Competitor
No,No,0.0,0,40.0,28.0,Kaggle Competitor
Yes,No,0.0,4,63.0,23.0,Kaggle Competitor
No,Yes,35.0,1,79.4,34.0,Kaggle Competitor
No,No,2.0,1,50.8,37.0,Kaggle Competitor
No,No,0.0,5,47.0,24.0,Kaggle Competitor
No,Yes,30.0,1,72.6,30.0,Kaggle Competitor
No,No,0.0,1,50.0,32.0,Kaggle Competitor
No,No,0.0,1,63.0,30.0,Kaggle Competitor
No,No,0.0,1,62.0,14.0,Kaggle Competitor
No,Yes,38.0,4,96.9,28.0,Kaggle Competitor
No,No,0.0,1,45.0,7.0,Kaggle Competitor
No,No,0.0,3,39.0,20.0,Kaggle Competitor
No,No,4.0,1,56.5,30.0,Kaggle Competitor
No,No,0.0,1,47.0,10.0,Kaggle Competitor
No,No,0.0,2,56.0,17.0,Kaggle Competitor
No,Yes,18.0,2,78.6,15.0,Kaggle Competitor
No,Yes,29.0,0,59.0,24.0,Kaggle Competitor
No,No,0.0,1,50.0,29.0,Kaggle Competitor
No,No,3.0,2,54.3,24.0,Kaggle Competitor
No,No,0.0,0,38.0,24.0,Kaggle Competitor
No,No,0.0,0,51.0,29.0,Kaggle Competitor
No,No,0.0,1,33.0,20.0,Kaggle Competitor
Yes,Yes,40.0,1,81.2,25.0,Kaggle Competitor
No,No,0.0,2,47.0,38.0,Kaggle Competitor
Yes,No,0.0,4,35.0,22.0,Kaggle Competitor
No,No,3.0,2,48.5,24.0,Kaggle Competitor
No,No,0.0,2,35.0,29.0,Kaggle Competitor
No,Yes,50.0,0,95.9,25.0,Kaggle Competitor
No,No,4.0,1,45.0,29.0,Kaggle Competitor
No,Yes,28.0,1,80.5,20.0,Kaggle Competitor
No,Yes,18.0,0,50.9,17.0,Kaggle Competitor
Yes,No,0.0,2,77.0,5.0,Kaggle Competitor
No,No,0.0,7,47.0,34.0,Kaggle Competitor
No,No,0.0,0,54.0,17.0,Kaggle Competitor
Yes,No,0.0,1,63.0,14.0,Kaggle Competitor
Yes,No,2.0,4,40.6,37.0,Kaggle Competitor
No,No,0.0,0,53.0,17.0,Kaggle Competitor
No,Yes,55.0,1,75.6,27.0,Kaggle Competitor
No,No,0.0,6,47.0,5.0,Kaggle Competitor
No,Yes,17.0,0,41.8,29.0,Kaggle Competitor
No,Yes,26.0,0,64.9,10.0,Kaggle Competitor
Yes,No,0.0,5,73.0,27.0,Kaggle Competitor
No,No,0.0,2,38.0,10.0,Kaggle Competitor
No,Yes,34.0,1,90.6,12.0,Kaggle Competitor
Yes,No,0.0,0,74.0,41.0,Kaggle Competitor
No,No,3.0,2,32.2,35.0,Kaggle Competitor
No,No,0.0,2,42.0,24.0,Kaggle Competitor
No,No,0.0,0,29.0,17.0,Kaggle Competitor
No,No,0.0,1,56.0,12.0,Kaggle Competitor
No,No,0.0,1,46.0,29.0,Kaggle Competitor
No,No,3.0,1,36.9,33.0,Kaggle Competitor
No,No,0.0,1,38.0,15.0,Kaggle Competitor
No,No,0.0,1,53.0,18.0,Kaggle Competitor
No,No,0.0,1,35.0,0.0,Kaggle Competitor
No,No,0.0,1,41.0,14.0,Kaggle Competitor
No,No,0.0,1,22.0,10.0,Kaggle Competitor
No,No,0.0,0,45.0,33.0,Kaggle Competitor
No,Yes,37.0,0,69.8,19.0,Kaggle Competitor
No,Yes,25.0,2,65.1,47.0,Kaggle Competitor
No,No,0.0,1,54.0,6.0,Kaggle Competitor
No,No,0.0,0,43.0,17.0,Kaggle Competitor
No,No,0.0,1,29.0,18.0,Kaggle Competitor
No,No,0.0,1,61.0,17.0,Kaggle Competitor
Yes,No,0.0,1,40.0,17.0,Kaggle Competitor
No,No,0.0,1,34.0,46.0,Kaggle Competitor
No,No,0.0,4,58.0,20.0,Kaggle Competitor
No,Yes,30.0,0,72.8,21.0,Kaggle Competitor
No,No,0.0,2,51.0,17.0,Kaggle Competitor
No,No,0.0,1,37.0,30.0,Kaggle Competitor
No,No,4.0,2,34.2,13.0,Kaggle Competitor
No,No,0.0,0,50.0,27.0,Kaggle Competitor
No,No,4.0,2,54.6,14.0,Kaggle Competitor
No,No,0.0,0,51.0,29.0,Kaggle Competitor
No,No,4.0,1,54.1,30.0,Kaggle Competitor
Yes,Yes,30.0,4,69.8,19.0,Kaggle Competitor
No,No,0.0,2,43.0,28.0,Kaggle Competitor
Yes,No,0.0,2,66.0,11.0,Kaggle Competitor
No,Yes,36.0,1,74.7,35.0,Kaggle Competitor
No,No,0.0,1,41.0,23.0,Kaggle Competitor
No,No,0.0,1,60.0,20.0,Kaggle Competitor
No,No,0.0,1,39.0,25.0,Kaggle Competitor
No,No,0.0,4,47.0,23.0,Kaggle Competitor
No,No,3.0,3,51.2,12.0,Kaggle Competitor
No,Yes,28.0,2,69.2,30.0,Kaggle Competitor
No,No,0.0,2,46.0,36.0,Kaggle Competitor
No,Yes,33.0,0,73.8,26.0,Kaggle Competitor
No,Yes,23.0,2,71.2,18.0,Kaggle Competitor
No,No,3.0,0,52.7,33.0,Kaggle Competitor
No,Yes,40.0,3,89.2,21.0,Kaggle Competitor
No,No,0.0,2,38.0,13.0,Kaggle Competitor
No,No,0.0,3,50.0,1.0,Kaggle Competitor
No,No,3.0,0,67.9,22.0,Kaggle Competitor
No,No,6.0,3,53.7,25.0,Kaggle Competitor
No,Yes,35.0,1,70.2,33.0,Kaggle Competitor
No,Yes,43.0,1,86.9,2.0,Kaggle Competitor
No,No,0.0,0,51.0,17.0,Kaggle Competitor
