Bandwidth_GB_Year,MonthlyCharge,Age,Outage_sec_perweek,Income,Population,Churn,Techie,TechSupport,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Area_Rural,Area_Suburban,Area_Urban,Contract_Month-to-month,Contract_One year,Contract_Two Year
2426.091797,252.6378,41,8.173993,6740.05,29360,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1921.943744,217.4702,31,12.70325,24989.2,5076,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4723.54426,124.9781,88,9.573997,26999.2,5615,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4633.969478,112.4844,63,9.42255,22643.63,35054,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
703.6927423,162.482694,61,13.60774223,20811.42,4813,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6799.261898,222.6143,31,13.5414,61508.68,71360,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6309.777908,117.4392,68,7.929892,30006.94,33287,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
822.3008694,129.976324,20,11.38860234,33343.73,239,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2299.047664,232.622804,30,8.763640466,34393.76,21282,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4499.020965,190.127,36,13.18151,58937.05,2529,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
813.1772502,102.4746,83,10.77601,52962.98,36224,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2534.437264,149.9598,69,5.29024,25588.69,2057,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1015.142572,172.4404,19,11.94333,19211.13,1358,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4698.517933,235.1372,38,15.92642,53431.67,1052,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
850.5053759,127.458638,58,9.299310376,18406.73,3521,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1923.446501,210.1051,39,10.4255,65472.96,1330,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
342.5038822,137.5165,45,12.21135,32955.23,23787,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1160.756141,127.442069,35,9.010061624,101771.45,37540,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5819.382147,149.9776,82,12.89447,37258.51,151,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4267.319291,159.9642,37,9.467795,32947.81,2238,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1116.638366,175.133074,66,5.377748545,28096.83,2813,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4022.432118,117.4858,48,7.223478,36405.73,1986,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1163.701618,169.974105,41,14.24429679,34228.9,1454,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5645.707551,267.6427,63,8.259933,50927.0,583,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
458.7691639,149.9778,52,6.239127,7019.0,153,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6106.543065,144.9607,46,12.49717,17847.64,360,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1315.586731,220.1185,60,10.8419,16383.33,2007,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5360.396176,182.4676,74,10.92195,58425.91,101,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5701.481448,255.1665,31,8.341462,55913.69,1316,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1257.485285,152.479779,33,6.823241689,74023.61,7462,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1851.332322,265.147,63,13.7683,29782.39,809,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
889.1589238,197.6288,55,10.32806,64821.36,903,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1169.714886,169.9447,18,9.367555,70844.17,182,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
965.7588051,114.9658,35,12.02949,11970.69,484,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5659.522313,162.4538,56,7.131485,19173.1,14026,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6516.163879,257.6549,19,9.331595,55417.55,61850,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6429.615341,277.6375,80,8.593063,67034.95,17516,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1237.830202,149.9621,40,17.81328,29174.41,1706,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4828.23036,104.9629,29,16.02284,45911.55,11785,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
983.0214047,134.9801,35,10.5871,46770.27,56642,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5514.318979,230.1051,81,17.40257,61722.44,488,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1344.195225,139.9512,29,7.214022,111779.6,9073,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5248.831273,137.4392,61,12.13357,60511.95,3294,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5710.355112,142.5007,35,6.155514,60405.56,28121,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
528.989098,179.9476,28,18.77915,8414.55,8093,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1114.676099,159.9512,52,10.32391,76765.17,285,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1170.521193,172.4871,86,13.15184,80536.9,259,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5690.994186,159.9942,41,12.66865,36233.07,53,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
915.3457897,214.9663,19,11.66628,38742.66,413,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4421.995837,184.9715,75,3.976308,25118.27,92,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
295.9085258,149.9483,80,9.527541,111971.9,420,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1055.617042,112.455141,42,14.90633873,77107.03,48863,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1189.205287,184.967,89,10.86219,34545.05,0,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1695.851887,172.487091,22,15.39425705,6769.7,2223,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
627.8159819,179.9794,52,9.927361,41327.38,25735,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5626.901599,159.9642,33,13.58454,47612.31,2082,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1829.270014,104.964303,49,10.18046877,23204.98,98,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2960.453451,172.4705,48,9.29595,13424.34,6750,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
786.0804243,167.4564,37,12.94718,10949.55,246,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6021.120111,162.447,22,9.312624,30630.9,1013,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
944.331401,169.967067,86,12.08205854,39163.32,14242,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6181.959795,242.6326,31,6.853036,16226.86,163,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5648.31533,207.4754,21,13.64684,37709.27,23746,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2496.770215,172.456745,63,8.449531886,33323.68,2043,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5520.83439,169.9447,48,13.8576,13154.05,83615,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
694.7582953,204.979684,33,11.77757836,45404.63,7156,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1889.347998,154.961766,87,11.57554015,68836.53,7088,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5486.748112,159.9349,68,8.847661,31935.71,18518,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5834.02568,207.4673,35,10.75619,83330.44,11092,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6171.94132,184.9634,46,13.07377,34315.35,60781,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4431.737277,184.9715,84,11.72749,25750.6,562,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4726.723807,79.97886,35,6.275178,17300.45,650,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1782.747566,172.462354,70,11.34236064,25019.9,6871,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4939.550584,112.4551,77,8.996808,37283.81,7330,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5779.47654,190.1737,53,10.5758,4978.33,6543,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1680.337106,242.610632,43,6.858268186,11661.07,481,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4992.984164,132.4798,56,9.470531,80884.8,1367,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1151.98874,197.4725,82,5.147124,60271.58,853,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2056.386979,162.500692,80,9.394961367,103311.26,17600,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1469.220521,130.0064,40,8.865855,50321.62,624,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4899.723365,182.497,46,9.231955,24939.72,2802,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1307.965782,220.161527,32,3.625998515,169580.73,2097,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
717.3876564,182.460772,69,11.30748265,50252.79,2396,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1366.210807,207.481057,31,6.573582085,50561.44,250,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4533.008494,172.4579,55,11.89907,10326.88,872,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5970.386278,117.5152,67,10.53982,80593.06,945,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6814.653649,202.65,43,11.88224,15157.92,288,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1206.219227,232.624,75,12.89594,14987.31,458,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1238.459696,152.4624,45,12.1069,26072.74,46875,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4012.731737,125.0073,50,11.06419,40935.12,2624,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5992.278257,167.4564,21,9.351682,41556.64,1493,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
904.795841,129.9915,29,10.09367,29856.65,28717,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
558.9953054,159.951231,59,9.542022573,24940.07,54150,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5254.650966,267.6647,26,6.249562,14808.26,5547,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4808.350315,152.4441,56,13.4341,85403.93,560,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6036.967859,139.9568,63,9.502103,11288.95,28849,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4667.397297,149.9915,70,12.16386,17199.86,192,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4829.62672,137.4616,52,7.432898,50181.69,359,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3376.351709,159.9512,35,9.006029,123006.3,1363,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1614.1637,242.610632,40,11.64764999,3551.89,180,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1013.993166,230.105118,82,8.774646693,51960.51,680,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3969.782146,162.5007,87,10.91183,20562.72,3518,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6842.591894,232.624,23,4.457169,13419.4,9124,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1015.71304,242.628057,30,10.06689273,53853.79,5098,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1045.360604,275.133571,55,10.54615588,14331.34,4487,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4140.577207,177.6508,80,16.71428,38083.17,5111,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
694.2731917,227.4754,47,11.91801,50520.8,28596,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
901.9731056,159.9794,30,10.05201,22227.6,7714,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2017.913692,255.1336,64,11.92649,38850.73,1980,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4596.408358,117.4872,74,5.819784,23283.85,2311,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
565.4577938,124.960655,84,13.31528474,14547.9,30166,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4528.254142,200.1185,54,16.70921,92667.03,39088,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
740.0368256,152.509013,36,7.84599874,58590.12,650,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1808.730555,152.462354,48,7.903964267,52636.6,7801,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5169.811527,142.4827,47,10.76147,95706.49,240,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4565.61325,192.4404,64,3.289731,48089.17,106,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4735.770641,169.9378,74,7.782504,26034.88,468,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6208.587013,92.45514,29,5.51551,26774.2,592,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1329.158978,134.950905,80,8.461081572,42659.99,51069,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5815.534427,104.9643,49,11.58713,11008.1,378,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5012.14381,184.9634,33,10.7853,83651.89,2000,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1173.562649,174.961766,84,10.57996614,19430.58,635,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6815.305528,220.1149,18,14.62128,17092.77,4894,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1842.258692,262.610632,75,6.02604588,34474.39,11435,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6608.57453,187.6094,72,11.20429,51574.81,181,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4994.1983,129.9621,27,7.576322,91852.43,110,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1210.047397,242.610632,62,8.482252615,26929.55,159,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5586.760819,172.4567,81,9.519732,40071.46,19569,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5396.238934,182.4608,71,16.01645,25190.07,591,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1077.205282,140.0049,75,8.458642,11711.93,1668,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4143.62851,157.4836,57,11.0201,64728.95,2033,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
545.9811422,127.4887,69,15.98748,84810.48,237,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1313.391104,149.9741,19,15.71715,16764.77,7,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5386.675909,169.9741,35,6.634736,88831.62,1480,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
715.3186358,162.468917,87,6.292455476,26129.83,861,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6364.89034,154.9618,66,11.15453,101307.0,46647,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6060.749169,200.1185,24,5.290061,5625.39,1268,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
532.1499344,147.4601,73,12.20093,29693.07,19151,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6090.318161,212.6228,46,10.35594,1050.46,11880,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4091.156525,172.4871,67,10.0308,27822.24,2409,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6681.250538,257.6513,45,11.81019,38444.93,1817,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4115.795378,184.9797,88,11.32031,9931.18,467,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5084.851456,139.965,58,11.29179,103476.1,1347,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1468.00712,184.949594,47,10.24268185,45642.1,853,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4946.194597,137.4684,71,12.00279,15088.76,2095,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6262.462856,162.4538,56,9.360835,11345.68,290,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
700.4813335,137.4686,84,15.15124,29379.05,18402,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3860.25038,137.4686,40,7.235001,38678.23,174,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5088.789141,232.6378,31,8.751864,2475.81,5943,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
787.0962355,172.44408,39,11.10996233,33217.64,757,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1041.301237,129.948316,87,11.53388751,40921.71,8685,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4607.641291,172.4567,38,14.64391,38947.81,4180,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
977.9373731,172.4871,31,9.31691,23901.05,3141,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1746.862212,222.6281,42,8.927502,23813.32,7519,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1294.950837,92.5018,18,6.244769,30253.76,298,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
774.6125757,127.488728,79,8.798065013,60345.9,3264,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
837.3072679,117.4392,63,10.5572,16966.71,788,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2099.998325,159.9794,67,18.85173,72367.44,1949,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
901.932094,149.9776,62,4.868079,40588.2,21038,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4884.456533,149.9913,86,12.96235,54397.09,723,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4872.376444,222.6143,19,7.254755,18694.86,871,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
955.0876357,129.976324,83,11.06959212,27113.0,7286,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1918.0889,169.9447,77,9.063174,96898.83,15812,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5176.004699,139.9512,64,9.8446,28409.36,6772,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1074.116423,169.9447,87,10.90014,86105.44,2157,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1966.502807,92.45514,51,5.306158,12076.88,901,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5896.135561,242.6281,20,10.64008,29599.71,581,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5561.200177,177.4945,36,12.03825,12197.3,2715,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1668.961962,210.105118,40,9.407074462,27475.94,1000,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
509.6727126,159.951231,26,7.415363166,56143.59,6612,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5184.395666,214.9663,80,10.16994,61544.69,2103,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6786.879873,270.1604,36,11.52597,4959.61,5394,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6071.169112,202.4433,24,12.71722,20693.63,187,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5880.876863,137.4978,33,10.81518,10199.44,24813,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1150.574869,290.160419,21,9.777239043,21786.91,4389,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
966.7789453,120.0049,27,6.686068,97020.52,65123,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
602.3082109,192.4705,62,9.924365,29491.37,38524,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6275.399367,159.9656,50,9.43864,23963.76,36731,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6309.305361,175.0048,43,3.741667,50100.2,15738,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1261.564075,240.1149,34,13.73809,22418.92,32315,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5962.861013,172.4404,61,6.440184,954.43,22499,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5101.031717,137.4684,66,8.268789,36559.57,6402,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
696.77888,119.9568,75,8.648062,47915.97,4983,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2594.832192,167.4564,24,7.33468,16297.64,350,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4539.773339,142.4993,66,10.35811,47296.5,38659,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1412.736809,242.632554,22,13.156514,15137.93,35743,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5983.767972,187.6094,75,9.045984,22189.51,41839,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1558.262612,200.1652,52,7.598834,16827.22,189,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5386.649919,144.9607,29,8.904872,33280.3,12135,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6259.287322,114.9509,48,10.85729,26480.5,49907,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2155.00052,184.963371,40,12.37242269,36486.42,5401,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5596.424346,187.6422,41,14.78396,58162.66,487,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4725.259403,147.4738,81,11.34192,12944.18,32261,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4779.956484,207.6094,37,14.20099,76587.52,29105,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1004.100502,255.141716,51,10.06967038,22120.88,9177,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
838.8374504,197.48762,18,12.13559132,37860.79,646,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5673.339564,194.9663,86,4.674749,45972.59,578,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
956.9132284,275.119794,72,12.02547979,12704.28,33049,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2023.901526,179.9476,25,9.520453,21196.66,6213,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5851.65666,137.4616,28,4.592344,9174.42,3123,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
889.7590173,127.4887,65,9.651504,41624.04,1227,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4444.639718,149.9483,28,7.308628,39632.68,18110,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5831.541202,79.97886,41,9.642119,42913.97,5864,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1097.005959,194.9699,80,7.629733,53461.96,3078,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
