Tenure,Bandwidth_GB_Year,MonthlyCharge,Age,Outage_sec_perweek,Income,Population,Churn,Techie,TechSupport,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Area_Rural,Area_Suburban,Area_Urban,Contract_Month-to-month,Contract_One year,Contract_Two Year
11.44196811,986.7489919,124.97808,69,16.23771062,55322.08,79,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7.413563684,1248.345698,182.443347,88,15.54568189,16307.08,167,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11.32483244,1637.132389,149.937833,64,13.47305526,48413.98,9930,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4.279464865,704.224884,137.468388,65,12.75213898,62616.43,995,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3.468872554,1203.486183,162.460772,51,11.85413528,149502.87,40,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12.47525704,1665.50808,139.983006,69,10.88292652,30040.32,130,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.744401393,484.8207127,104.962874,81,10.31760367,24859.24,3734,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
7.608938235,1422.716519,167.484705,79,8.688254477,69154.47,3480,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14.60426293,1341.412763,144.960655,64,12.42061751,77152.84,25077,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
29.68889421,2674.084451,149.97755,58,18.28180588,38871.97,3956,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5.497366828,1243.061143,187.46728,77,13.48138957,11290.67,182,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.955415304,1111.571623,232.641455,19,9.523802161,24897.26,21013,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13.31283015,1546.673637,214.966286,60,13.78001485,9966.89,636,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2.656111103,834.3144319,204.963371,30,10.11260574,42991.1,733,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.02281027,1688.039806,169.992756,71,7.102593738,39432.05,1169,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11.71980152,1726.803854,245.131966,31,5.087255805,25576.73,520,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6.22226629,717.4300821,114.972827,74,6.261594795,48623.32,7842,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.24273454,1656.731409,160.00128,64,5.659084819,19887.32,18875,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.64373477,1594.963149,112.455141,47,12.2679124,30342.56,14433,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23.42878979,1943.112927,79.978861,76,2.746480274,61714.39,759,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6.7464384,913.9626257,92.455141,74,7.143133915,44165.21,380,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11.70414173,1157.286118,144.960655,54,6.373342678,33735.54,898,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4.909764597,1323.979879,152.462354,22,10.23339712,46078.58,2370,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
19.43430735,2138.939088,175.02109,31,8.925221032,34179.49,1353,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2.60003549,445.4856462,104.962874,80,11.43541645,22140.16,382,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
17.4880629,2029.97992,149.992756,67,12.45079876,34412.53,3171,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7.080759052,1363.832113,240.114868,18,9.492638901,72563.64,105,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9.808669685,942.5247889,182.446995,85,7.94076683,93561.74,1704,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5.68349814,1386.523823,232.62403,71,8.501483623,5902.12,5981,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.55805828,1526.533644,232.670689,70,9.396558793,22139.63,231,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2.101748234,1064.888301,132.466002,29,9.477521787,21394.21,14630,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.910330858,1025.864383,229.993134,58,9.171665689,9336.88,302,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15.54691331,1561.767949,147.460067,19,7.423334085,15694.8,6932,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7.175063445,1257.52308,117.439154,54,16.72529341,5984.94,3956,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.19808324,253.7938252,114.972827,68,9.203214554,37911.51,188,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.689103558,1138.251038,162.467607,40,12.04554874,52766.63,3208,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.089399488,644.5909961,139.981577,78,7.61600943,19826.08,193,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2.314052799,507.8003206,192.470522,67,17.94420077,41397.45,345,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2.170567319,278.350323,112.455141,18,14.39528085,18426.49,2800,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12.94334524,1711.161405,149.944668,58,8.929622575,47034.88,8381,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9.117084502,1234.871994,172.457857,33,12.03362399,33691.63,8774,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7.843263617,1069.400199,192.440432,57,11.90156254,39683.73,47493,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17.0219219,1930.538667,240.114868,61,9.184449781,121849.0,1227,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.6930298,1538.239707,204.979684,79,11.41399094,10457.26,2382,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.75090487,1357.774068,214.952509,57,8.985947449,8515.02,58129,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10.54165852,1773.915003,200.132293,72,9.74065027,7524.77,5492,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14.92730216,1940.626426,222.665436,58,7.943538816,44086.35,3224,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11.48699577,1819.555319,174.976769,44,8.745070841,28776.49,1104,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4.071312509,693.1317301,192.470522,45,10.63592827,42065.56,1331,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3.866527859,1297.983536,210.105118,58,11.62131427,23624.95,2112,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.067992783,988.3956919,119.95684,22,2.533696725,29803.77,1491,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8.447638937,1162.715411,197.48762,86,10.80481174,33394.07,64,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.156329151,465.2586783,112.455141,45,8.111219363,27294.82,27226,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.569000983,742.9131016,184.985293,70,10.09976546,16232.47,2912,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.897261446,560.8498056,227.475448,61,11.92666547,11087.89,958,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11.71308191,1324.200333,160.00128,71,8.049521055,22173.37,149,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.992846597,718.7685676,137.469817,38,6.572112158,28822.56,357,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2.701548767,895.2266874,230.105118,35,13.75238289,20827.61,22840,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.665089598,418.3354904,129.976324,74,7.637367057,17982.42,396,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
16.68190528,1926.295645,175.02109,24,6.658362671,70493.36,11734,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.934171569,580.4609705,194.958118,72,3.849382458,17236.27,18304,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
12.77495667,1612.238384,207.609354,30,8.913392702,51266.47,18978,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10.61383322,1068.30748,179.965581,40,11.91525643,7086.19,87,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20.17588966,2359.530807,214.966286,43,7.570554898,10192.86,564,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.836790126,1177.455135,147.456419,56,10.1263974,24260.11,11910,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.965166415,628.7420412,139.95684,28,9.799122634,26169.39,30689,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.45460211,619.3340158,192.440432,44,18.0799042,36637.4,42582,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12.63923748,1534.097093,137.469817,46,11.24745547,59689.49,3231,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8.460086502,1289.416735,240.114868,47,11.15167976,28528.32,1851,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11.32593703,1380.893387,172.487091,75,10.3868905,13389.11,839,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
10.12123118,1359.631961,162.482694,19,10.29101591,14075.36,877,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8.915680176,1116.314298,139.95684,28,9.20355866,57821.02,696,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8.249941923,859.8649518,112.484375,49,10.58941533,49781.85,9049,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9.267785326,788.6164497,157.469817,63,15.40380196,65095.99,8875,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9.300517617,2113.787891,257.651257,44,6.172326327,87367.88,1426,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.427380647,718.4643309,142.499263,70,8.983435185,8253.96,40770,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
23.27091932,2764.347068,152.455519,48,11.41922534,26404.76,12096,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.916144419,1145.807042,162.460772,36,3.19378035,73656.97,396,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8.245809832,1317.69652,149.944668,70,13.03421755,36461.2,25537,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11.45756486,1526.143641,127.478341,75,9.622553575,49518.71,45487,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3.943033602,919.2556886,187.656013,56,10.90971891,40189.23,113,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8.926271021,1264.332813,159.964152,34,7.493478513,10934.28,779,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
8.699764172,1087.336893,157.483594,45,10.07234257,16073.46,14606,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7.897660605,996.4395858,137.439154,30,5.980381113,21317.81,1541,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9.098041235,1177.993259,172.44408,44,10.31682421,14007.48,28727,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3.098560266,723.0321035,182.460772,34,6.842059381,52634.87,1907,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5.784022533,629.4411174,112.455141,20,14.03130715,18384.77,2276,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.722761372,389.1228621,114.983787,28,8.051881131,57881.2,222,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
16.8649602,2425.22825,162.460772,35,9.963528605,47737.22,83,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.355538593,778.2707384,200.146524,80,8.911535445,23041.14,2920,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3.509036092,1242.543701,252.637807,53,11.85313615,38529.53,38436,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11.53737155,1507.329753,242.643514,83,10.22159613,79304.79,32351,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.760409672,871.1409059,242.657291,43,6.335681954,9088.08,15560,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
11.44810825,1267.06092,104.992311,25,8.948441696,108698.71,21276,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
17.78302494,1970.80666,175.133074,69,9.170276294,23424.87,727,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12.68609343,2025.927893,162.45383,32,9.231958141,57380.34,886,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
18.55974516,2332.190421,174.988208,75,12.3404636,80269.13,16243,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5.970269701,966.6292325,169.944668,46,12.55644716,13862.09,22202,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7.208423897,1233.819233,217.470195,23,11.43130499,23946.97,33103,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.593102097,351.7314539,124.993537,67,3.258152314,14236.42,9611,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5.105265612,819.3644961,184.993915,75,8.127926454,79322.08,1319,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5.110208414,760.1061976,172.462354,56,12.6218555,55160.57,799,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.840343779,1043.299446,242.657291,60,2.737192144,19676.77,4088,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
8.344516765,667.4764252,112.455141,63,10.93132736,37639.9,87,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7.363761345,1313.42902,127.442069,32,10.57898048,34871.44,84,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11.07800251,1204.745285,194.988208,87,14.08561195,8543.01,309,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
16.52190477,1630.52375,152.466002,67,7.583881177,80127.15,1839,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.738486682,515.5449981,182.465269,66,3.500092565,30976.34,1673,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8.659495781,1090.460081,172.457857,75,11.07379392,45412.84,4435,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13.99605863,1465.984907,139.979239,88,10.6510171,42526.92,1026,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6.605815722,1018.373473,194.976769,64,8.877390965,9041.08,1531,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.78844751,962.0380085,117.468591,87,10.64177468,46714.82,15786,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.195246168,426.0222677,144.960655,55,6.863563999,9703.25,29143,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
14.87053577,1737.873621,137.469817,49,10.89909265,21409.33,15156,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7.521160625,1039.74162,182.460772,51,9.013658897,34722.76,34945,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3.845852341,1454.360571,197.472533,45,7.163430764,24686.12,110,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.731606393,306.0664281,157.469817,75,10.50347629,4813.52,15529,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3.954689282,636.8514545,162.493654,83,14.89095018,30334.52,3759,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
13.77689046,1440.784345,179.965581,43,5.34790696,15660.93,13568,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3.700907475,1274.602374,222.628057,82,10.33803214,47169.83,6709,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5.638280421,749.2520943,149.99153,48,10.43623772,73601.3,1352,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.87372395,1647.38223,139.965008,72,7.738684002,15728.61,6900,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11.21152941,1503.937766,262.610632,79,10.84469394,20802.1,1170,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.294386519,901.8793581,172.456745,29,11.30937212,18570.48,1061,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.448210386,691.4493988,104.962874,23,9.39206185,61106.43,24494,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.753020774,1608.852045,245.128318,49,5.259228749,65891.79,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
21.20445421,2867.22601,212.622804,45,12.54222267,59532.0,4595,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9.217596711,1265.78479,184.978458,38,5.149963811,30756.94,21833,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7.336939062,952.3729916,137.439154,25,12.73517485,63134.48,1052,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21.04742054,2154.298838,202.443347,42,6.683151371,18470.04,208,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.136076177,1435.783347,255.119794,66,17.11399723,23711.3,335,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.80801038,1784.584135,152.510442,51,5.55213244,16425.42,861,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.548600048,785.5416603,242.628057,75,9.368606843,25044.85,1817,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3.508552886,1014.075999,220.132293,35,11.33498823,46120.62,1098,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11.30820237,1331.25339,160.01224,47,8.78020639,80667.11,2596,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
18.36209103,2283.190011,149.974105,39,14.75151191,14970.89,15722,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3.105986433,1040.342682,230.105118,71,8.560005549,24059.17,56284,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.71117991,1385.152156,162.493654,58,10.58651971,13157.91,2521,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.589210527,618.4967851,95.005709,71,9.885701354,82960.42,102,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11.58448327,2054.101088,197.470195,24,12.61644158,118120.16,5527,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5.810822315,631.4316327,82.496547,43,13.98169147,3949.33,2041,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
7.00096668,933.4257317,172.462354,41,6.312280543,20881.22,23117,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.882004458,772.3133729,127.474951,29,6.977990294,9514.35,1295,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12.27728241,1828.057047,167.484705,77,9.903990927,26268.58,681,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8.284579203,1123.759368,184.971516,52,8.901128259,21000.61,1152,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.609325308,464.4748418,172.455519,82,11.53924648,45664.79,38443,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.376509223,1417.801952,202.649979,84,9.403210739,79393.63,333,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.67107144,1146.616856,149.948316,66,8.92613185,116572.8,4884,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.55038197,2692.885423,200.165175,42,12.84779981,27380.15,5100,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
16.72537387,2217.734847,184.963371,67,12.15570061,78177.94,1612,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.955766017,1262.531104,127.460067,28,8.730183974,79775.67,2246,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20.31446952,1919.490397,137.439154,40,13.47526316,100437.39,468,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12.17994263,1970.26742,232.637807,75,13.55747919,9267.97,13970,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3.453443904,1279.856552,202.636202,72,11.73060772,47502.66,591,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14.52416667,1299.5973,157.469817,73,9.927146707,94903.08,1402,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5.070551439,781.9302227,182.460772,59,15.04128691,83382.41,35457,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12.30462572,2056.185889,215.159141,73,9.142773531,11464.33,570,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10.01241216,1615.418802,275.133571,41,11.79444395,52050.69,2564,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.261408572,840.5098283,142.499263,88,14.03281402,29720.95,8208,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
19.28013343,2118.488416,204.963371,35,8.653938933,30106.96,1012,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9.958831629,1328.734281,214.952509,18,12.35416052,61967.75,217,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.300271811,782.9998382,204.963371,63,8.044259405,18571.0,825,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.045543619,1540.140383,220.114868,82,9.306477855,51397.01,734,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7.182441329,785.4118808,169.992756,66,12.02079888,117333.44,10052,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11.07083425,1136.55652,172.503404,86,8.301200914,11999.43,24529,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4.509329959,933.8036457,192.440432,20,11.71398312,30088.13,540,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.162477942,673.9015902,210.138,76,10.9085806,34415.0,30576,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
14.5222363,2271.84102,200.132293,29,10.04784815,82080.92,2270,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.424712099,316.7739538,124.97808,23,8.034185681,102905.68,3192,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.849371568,1088.89675,184.961033,55,2.292587755,16337.64,14534,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.526670837,640.9334119,112.484375,57,13.03933816,6959.92,22925,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
18.29218438,1845.259523,162.471255,30,9.999338434,106581.92,2337,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.06628519,1420.927135,114.950905,56,9.588349767,35504.27,481,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11.82576277,1312.700259,152.488401,83,9.96958238,1277.42,2145,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12.23362353,1632.365102,230.105118,39,7.560275883,15045.78,11239,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.552193205,913.9152886,127.473844,52,7.372127002,78085.72,494,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
21.87100089,2273.781965,194.958118,35,9.032429129,44287.84,19522,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6.5443199,1185.892988,242.628057,54,6.666141762,44057.85,27726,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14.98166868,1890.640168,242.61428,49,12.2507651,25048.77,1665,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13.79138076,1659.769248,127.442069,87,11.51744058,56537.88,26659,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8.734707597,1143.017435,147.503078,20,12.92843595,21058.64,20,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5.260793737,855.939459,149.991327,88,12.35525457,63304.25,608,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3.810228199,780.2278932,130.006414,38,11.54247891,37130.15,4326,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
11.72200614,1593.466069,175.004777,43,6.832060399,38369.68,206,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4.304076015,1071.920592,117.468591,34,14.4845473,20283.95,275,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
