Churn,Techie,TechSupport,StreamingTV,StreamingMovies,Phone,Multiple,Tablet,DeviceProtection,OnlineSecurity,OnlineBackup,PaperlessBilling,Bandwidth_GB_Year
1,0,0,0,1,1,1,0,1,0,0,0,1531.239282
1,1,1,1,0,1,0,0,1,0,0,0,2698.307074
0,0,1,1,0,1,0,0,0,0,0,1,325.5857485
0,0,0,0,1,1,1,0,1,0,0,1,867.3610228
1,1,0,1,1,1,1,0,0,0,0,0,1853.873709
1,0,1,0,0,1,0,1,0,0,0,1,812.2973605
1,0,0,0,0,1,1,1,1,0,1,1,1939.097667
0,0,0,0,1,1,0,0,1,0,0,1,1617.794287
1,1,0,0,1,1,0,1,0,1,0,0,1253.992994
0,1,0,1,0,1,0,0,0,0,0,0,1103.759867
0,0,0,0,0,1,1,1,1,0,1,1,896.304005
0,0,0,1,0,1,0,0,0,0,1,1,1813.71251
1,0,1,0,1,1,1,1,0,0,0,1,1757.468385
0,1,0,0,0,1,0,0,0,1,0,1,293.0174607
0,0,0,1,0,1,1,0,1,0,1,1,1849.738644
0,0,1,0,0,0,0,1,0,1,0,0,1262.469988
1,0,1,0,1,1,0,1,1,0,0,1,598.858359
0,1,1,0,0,1,1,0,0,0,1,1,490.2102038
1,0,1,1,1,1,1,0,0,1,0,1,881.9915619
0,0,0,0,0,1,0,0,0,0,1,1,988.8476688
1,0,0,1,1,1,0,0,1,1,1,0,2257.255977
0,0,0,0,0,0,1,0,1,1,1,1,1400.182241
1,0,0,1,1,1,0,1,0,0,1,1,1923.446501
0,0,0,1,1,0,0,0,1,1,0,1,1140.769093
0,1,0,1,0,1,0,0,1,1,1,1,815.588724
1,0,0,1,1,1,0,1,1,0,0,1,1432.922873
0,0,0,0,0,1,1,1,1,0,0,1,1279.70353
1,0,0,1,1,1,0,0,0,1,0,0,970.6301192
0,0,0,1,0,1,0,0,0,0,0,0,1058.643568
0,0,0,1,0,1,0,1,1,0,0,1,1110.224942
1,0,0,1,1,1,0,0,1,0,0,1,969.0951508
0,0,0,1,0,1,0,1,1,1,0,1,1427.811261
1,0,0,1,0,1,1,1,0,0,1,1,571.8948363
0,0,0,0,0,1,1,0,0,0,0,1,718.2708269
0,0,0,1,0,1,1,0,0,1,1,0,2000.801151
0,0,0,0,0,1,1,1,0,0,0,1,1649.813925
1,0,0,1,1,0,0,0,0,0,0,1,2147.084163
1,1,0,1,1,1,1,0,1,1,1,1,1790.477112
0,0,0,0,0,1,1,0,1,0,1,0,1361.469601
0,1,0,0,1,1,0,0,1,1,1,1,1436.441637
0,0,1,0,0,1,1,1,0,0,1,0,1702.870167
1,1,0,1,1,1,0,0,0,0,1,1,1868.995632
0,0,1,0,0,1,0,1,0,0,1,1,839.5696843
1,0,0,0,1,1,0,0,1,0,0,1,878.7758477
1,0,1,1,1,1,1,0,0,0,1,1,1687.100467
1,0,0,1,0,1,1,0,1,0,1,1,1352.42705
0,0,1,0,1,1,0,0,0,1,1,0,1076.021746
0,0,1,0,0,1,0,1,0,1,0,0,1064.163449
1,0,0,1,0,0,1,1,0,1,1,0,1505.877788
1,1,1,1,0,0,0,0,1,0,1,1,1444.44469
0,0,1,0,0,1,0,1,1,0,1,1,916.275075
1,0,0,0,1,1,0,0,0,0,0,1,963.6972905
1,1,1,1,1,1,0,0,1,1,1,1,2353.047822
0,0,0,0,0,1,0,0,0,0,0,1,1038.379263
0,0,0,0,1,1,0,0,0,1,1,0,1832.163914
0,0,0,1,1,1,1,0,0,0,0,0,2168.702608
1,0,0,0,1,1,1,0,0,0,0,1,2023.901526
1,0,1,0,1,1,1,0,0,0,0,1,964.1421939
0,0,1,0,0,1,1,1,0,1,0,0,1606.733876
0,0,0,0,0,1,1,0,1,0,1,1,1163.473611
1,1,1,0,1,1,0,0,0,1,1,0,1559.056164
0,0,0,0,0,1,1,0,1,0,0,1,1338.084542
1,0,1,1,1,1,0,0,0,0,0,0,2643.645671
1,0,1,1,0,1,1,0,0,0,0,0,552.2795704
1,0,0,1,1,1,1,0,1,0,1,0,2336.999053
1,0,0,0,1,1,0,1,1,0,0,0,1077.685443
1,0,0,1,0,1,1,1,0,0,0,0,918.6663119
0,0,0,0,1,1,0,0,1,1,1,1,1227.405249
1,1,1,1,0,1,1,0,0,0,0,0,886.9671382
1,0,0,1,1,1,0,0,1,0,1,0,1585.087297
1,1,0,1,1,1,1,0,0,1,0,0,1328.874126
1,0,0,1,1,1,1,1,0,0,1,0,1792.520072
0,1,0,0,1,1,1,0,0,0,0,0,462.2211376
1,0,1,1,1,1,0,0,1,0,1,1,1244.139414
1,1,0,1,1,0,1,0,0,0,1,1,2215.644479
0,0,1,0,0,1,0,1,1,0,0,0,1009.028786
0,0,1,0,1,1,1,1,1,0,0,0,1382.061516
0,1,0,0,0,1,0,1,1,0,0,1,505.1435902
1,1,0,1,1,1,0,1,1,1,1,1,1391.330245
1,0,0,1,0,1,0,0,0,0,1,0,1046.765683
0,0,0,1,1,1,0,0,0,0,1,0,1122.653549
1,0,1,1,1,1,0,0,0,0,1,0,868.2420268
0,0,0,0,0,1,1,0,1,1,1,1,1322.686843
1,0,1,1,0,1,0,0,0,0,0,0,712.4768186
1,0,0,0,1,1,0,0,1,0,0,0,826.331106
1,0,0,0,1,1,1,0,0,0,1,0,1983.907992
0,0,1,0,0,1,0,0,0,0,1,1,1881.485804
1,0,0,1,0,0,0,1,1,1,1,0,1588.984136
0,0,0,1,0,1,0,0,1,0,1,1,1290.155524
0,0,0,0,0,1,0,0,0,0,1,1,2320.785912
0,0,0,0,0,1,1,1,1,1,0,1,2373.467756
0,0,0,0,0,1,1,1,0,0,0,0,1068.577042
1,0,1,0,1,1,1,0,0,1,1,1,1151.905186
0,0,0,1,0,1,0,0,1,0,0,0,2207.805016
0,0,1,0,1,1,1,1,0,1,1,0,1839.162665
1,0,0,1,1,1,0,0,0,0,0,1,2392.010213
1,0,0,1,0,1,1,0,0,0,1,1,1584.550026
0,0,0,1,0,1,1,1,0,0,0,1,1819.57724
0,0,1,0,1,1,0,0,0,0,0,1,1627.959422
1,0,0,0,1,1,0,0,1,1,1,0,716.6438092
1,0,1,0,1,1,1,1,0,0,1,1,1066.183659
1,0,1,1,0,1,1,1,1,0,0,1,1030.224777
1,0,0,0,1,1,1,0,1,0,0,0,1661.346466
1,0,0,0,1,1,1,0,1,0,1,1,1058.595152
0,0,0,1,0,1,0,1,1,0,0,1,792.1819969
1,0,0,0,1,1,1,1,1,1,1,0,2083.650225
1,0,0,1,1,1,0,0,1,0,1,0,1002.004764
1,0,1,1,0,1,0,1,0,1,0,0,2062.862632
0,0,0,0,1,1,1,1,0,0,0,0,950.7941169
0,1,0,1,0,1,0,1,0,0,0,0,2497.717707
0,0,0,0,1,1,1,0,0,0,1,0,1572.076515
0,0,0,0,0,1,1,0,1,1,0,0,1462.964796
0,1,0,1,0,1,1,1,1,0,0,0,1457.580613
1,0,1,1,0,1,0,0,1,0,0,0,899.976724
1,0,1,1,1,1,1,1,0,0,1,1,1966.201755
0,0,0,1,1,1,1,0,1,0,1,0,2596.374524
1,0,1,1,1,1,0,0,0,0,0,0,2223.458561
1,0,1,1,1,1,0,1,1,0,0,1,1131.789188
1,1,0,0,0,1,0,0,1,0,1,1,602.6894614
1,1,1,1,1,1,0,0,1,0,0,1,929.5655793
0,0,1,0,0,1,0,0,0,0,1,0,1123.647592
1,0,0,1,0,1,1,1,0,1,1,1,589.6405069
1,0,0,1,1,1,0,0,0,0,1,1,2329.543371
0,0,0,0,1,1,1,1,0,0,0,1,1742.811202
0,1,0,1,0,1,0,0,1,1,1,0,2007.430866
0,1,1,0,1,1,0,0,0,0,1,1,750.9484926
1,0,0,1,1,1,0,0,1,0,1,1,1224.80823
0,1,0,0,0,1,0,0,0,1,1,1,459.9710645
0,0,1,0,0,1,1,0,1,1,0,1,1610.027119
0,0,1,1,0,1,0,0,1,0,0,0,2391.497324
0,1,0,1,0,0,1,1,0,0,0,1,1811.777309
0,0,1,1,0,1,0,0,1,0,0,0,2113.691713
0,0,0,0,1,1,0,0,1,1,0,1,936.2693881
0,0,0,1,0,0,1,0,1,0,0,1,1204.76304
0,1,0,1,0,1,0,1,0,1,0,1,2296.853164
0,0,1,0,1,1,0,0,0,0,1,0,2859.041314
0,1,1,0,0,1,1,1,0,1,1,0,1123.252119
0,0,1,0,0,1,0,1,0,0,1,1,834.8359967
1,0,0,1,0,1,0,1,0,0,1,1,1256.923905
1,0,1,1,0,1,0,1,1,0,1,0,1700.500703
1,1,0,0,1,1,1,0,1,0,1,1,1864.932987
1,0,0,1,1,1,1,0,0,0,0,1,1367.523632
0,0,0,0,0,0,1,0,1,1,0,1,1507.684892
1,1,0,1,1,1,1,0,0,1,0,0,1663.204506
1,0,0,1,1,1,0,0,1,0,0,1,1687.301468
1,0,0,1,0,1,1,0,0,0,0,0,2281.632997
0,0,1,1,0,1,1,0,0,0,0,0,1115.211468
1,0,1,0,1,1,1,1,1,0,1,0,2267.526558
0,0,0,0,1,1,1,0,1,0,0,1,1547.513225
1,1,1,0,0,1,1,1,0,0,1,1,808.7858345
1,0,1,1,1,1,1,1,1,0,0,0,1045.919275
1,1,0,1,1,1,1,1,1,1,0,1,864.371328
0,0,1,0,0,1,1,0,0,0,1,0,1811.884356
1,0,1,1,1,1,1,1,0,0,0,1,662.5967184
0,0,0,0,0,1,0,1,0,0,0,1,254.7465501
0,0,0,0,1,1,0,0,1,1,1,0,1036.098256
1,0,1,0,1,0,0,0,0,1,0,0,2062.922234
1,0,0,1,1,1,1,0,1,0,1,0,2600.878739
1,0,0,1,1,1,0,0,1,1,0,1,1765.073078
1,0,0,1,1,0,0,0,1,0,0,1,1498.783318
0,0,0,0,0,1,0,0,0,0,0,1,804.9040342
1,1,1,0,1,1,0,1,0,0,1,0,950.4411542
1,0,0,1,0,1,0,1,0,0,0,0,587.7258611
0,0,0,0,1,1,0,0,0,0,0,1,1559.752741
1,1,0,1,0,1,1,0,1,1,0,1,570.4516207
0,0,0,1,0,1,0,1,0,0,0,1,1406.070492
0,1,1,0,0,1,1,1,0,0,1,0,485.4228279
0,1,0,0,0,1,0,1,1,0,1,0,1280.53691
1,0,0,0,1,1,0,0,0,0,1,0,1025.253482
0,0,0,1,0,1,1,0,1,1,1,1,2913.842578
1,0,1,1,1,1,0,0,0,1,1,0,991.6890153
0,0,0,0,0,1,1,0,1,1,1,1,2227.799509
1,1,1,1,0,1,0,0,0,1,0,0,945.7273128
0,0,0,1,0,1,0,0,1,0,1,0,1655.992508
1,1,0,1,1,1,1,0,1,0,1,0,981.3822842
1,0,0,1,1,1,1,1,0,1,0,1,1398.131991
0,1,0,0,0,1,1,1,0,1,0,0,373.1383878
0,0,1,1,0,1,1,0,0,0,1,1,1284.333326
0,0,1,1,0,1,0,1,1,1,1,1,1364.293464
1,0,1,1,1,1,0,0,0,0,1,0,1654.594921
1,0,1,1,1,1,0,0,1,0,0,0,676.2344842
1,0,1,1,1,1,0,0,1,1,0,0,1153.214047
1,1,0,1,1,0,1,0,1,1,0,0,837.2614393
0,0,0,0,1,1,0,0,0,0,0,1,1246.67277
0,0,1,0,0,1,1,0,0,0,0,0,1364.959051
1,0,1,1,0,1,1,0,1,1,1,1,1606.823213
0,0,1,1,0,1,1,0,0,1,0,1,2343.988024
1,1,0,0,1,0,1,0,1,0,0,1,1108.077901
1,0,0,1,0,1,1,0,0,1,0,0,1307.834074
0,0,1,0,1,1,0,0,0,1,1,0,1907.20649
0,1,0,0,0,1,1,0,0,0,1,0,1686.417922
1,0,0,1,1,1,1,1,0,1,1,1,1501.093332
0,1,0,0,1,0,0,0,1,0,0,1,954.2700173
1,0,0,1,1,1,0,0,0,0,1,1,1170.676993
0,0,0,1,0,1,0,1,0,1,0,1,436.2297665
1,0,1,1,0,1,1,1,1,0,0,1,1965.462483
0,0,0,0,0,1,0,0,0,1,1,1,494.8412692
0,0,1,0,0,1,1,0,0,1,1,0,1636.48816
0,0,0,0,1,1,1,0,0,0,0,0,528.989098
0,0,1,0,1,1,0,0,0,0,1,0,961.4048126
1,1,0,0,0,1,1,0,0,0,1,0,720.6519058
0,0,0,0,1,1,0,1,0,1,1,1,1820.926895
0,0,1,1,0,1,0,0,0,1,0,1,530.0519539
1,0,0,1,0,1,1,0,1,0,0,1,1466.444336
1,0,0,1,1,0,1,0,1,1,1,1,1288.15613
1,1,0,0,1,1,1,0,1,0,1,1,1815.26546
0,0,1,0,1,1,0,0,0,0,1,1,2206.253895
1,1,1,1,0,1,1,0,1,0,0,1,917.029715
0,1,1,0,0,1,0,1,1,1,1,0,2095.926619
0,0,1,0,1,1,1,0,0,1,0,0,2231.25397
1,0,1,0,1,1,1,0,0,1,1,0,1524.881001
1,0,1,1,1,1,0,1,0,1,0,0,1929.992785
0,0,0,0,0,1,1,0,0,0,1,0,1508.478673
1,1,1,0,1,1,1,0,1,1,0,0,1117.284921
0,0,0,0,1,1,0,1,1,1,0,1,1381.77131
0,0,0,0,0,1,0,0,1,0,0,1,2354.102724
1,0,0,1,1,1,1,0,0,0,0,1,722.2139832
1,0,0,1,0,1,1,0,0,0,0,1,1619.686288
0,0,1,0,0,1,1,1,0,1,0,0,1342.337702
0,0,0,0,0,1,0,1,0,0,0,1,874.0562063
0,1,1,0,0,1,0,0,0,0,0,0,2203.565459
1,0,0,1,1,1,0,0,0,0,0,0,986.8685971
0,1,0,0,0,0,0,0,1,0,0,1,1031.540479
1,1,1,0,1,1,0,1,1,0,1,1,1183.503581
1,0,0,0,1,1,0,0,1,0,0,0,3068.956506
0,1,1,0,0,0,1,0,0,0,1,1,1326.411799
0,1,1,0,0,1,0,0,1,1,0,0,2005.474189
0,0,0,0,0,1,1,0,1,0,1,1,1827.076857
0,0,0,0,0,1,0,0,0,1,0,1,923.1400229
1,0,1,0,1,1,1,0,1,0,1,1,2099.82555
0,0,0,1,0,1,0,1,0,0,1,0,460.5286853
1,0,0,1,1,1,0,0,1,1,0,0,1589.753327
0,0,0,0,0,1,0,1,1,0,0,1,296.0266799
1,1,0,1,1,1,1,0,1,0,0,1,1362.782508
1,0,1,0,1,1,0,0,0,0,1,1,1292.032339
0,0,0,0,0,1,1,1,0,0,0,1,673.250968
1,0,1,1,1,1,1,0,0,1,1,1,1947.058707
1,0,0,1,1,1,1,0,1,0,0,0,1136.589804
0,0,1,0,0,1,0,1,1,1,0,1,530.0667964
0,0,1,0,1,1,0,1,0,0,0,1,1439.925812
1,0,1,1,1,1,1,0,0,0,0,1,736.3553892
1,0,1,0,1,1,1,0,0,0,1,0,1863.348549
0,0,1,0,0,1,0,0,1,1,0,0,476.7850753
1,0,1,1,1,1,1,0,0,1,0,0,3119.385384
0,0,0,1,0,1,0,1,1,0,0,0,861.7738077
0,1,0,1,0,1,0,0,0,0,1,1,1584.241573
1,0,0,1,1,1,0,1,1,1,0,1,1756.610979
1,0,1,0,1,1,0,0,1,0,1,1,924.1809843
0,0,0,0,1,1,1,0,1,0,0,0,2080.564441
0,0,1,0,1,1,1,0,0,1,0,1,1208.504726
0,0,1,1,0,1,1,1,1,0,0,1,3042.656083
1,1,0,0,1,1,0,1,0,0,0,1,935.4475784
0,1,0,0,0,1,0,1,0,1,0,1,798.0189824
1,0,1,1,0,1,1,0,1,1,0,1,822.9997439
1,1,0,1,1,1,1,0,1,0,1,1,2765.521967
0,0,0,1,1,0,1,1,1,1,0,1,1461.269401
1,0,1,1,0,1,0,0,1,0,0,0,1438.002278
1,0,0,1,1,1,0,0,1,0,0,1,680.4074741
0,0,1,0,0,1,0,1,1,0,0,0,464.4350832
1,0,1,0,1,1,1,0,0,1,1,0,1483.466725
0,0,1,0,0,1,1,1,0,1,0,1,831.986868
1,0,0,1,0,1,1,0,1,0,0,1,650.0225046
1,0,1,1,0,1,0,1,1,0,1,0,965.4344564
1,0,0,0,1,1,1,1,1,1,1,1,2275.291432
0,0,0,0,0,1,1,0,1,0,0,0,2593.650846
0,0,1,0,1,1,0,0,0,1,1,0,428.5644943
0,0,0,0,0,0,0,0,1,0,0,1,1759.464436
1,0,1,1,1,1,0,0,0,0,1,0,1134.14173
0,0,0,1,0,1,0,0,1,0,1,1,1236.291583
0,0,1,0,0,1,0,1,1,1,1,0,2126.056803
1,0,0,1,1,1,1,0,0,0,0,1,1024.131285
1,1,1,1,0,1,0,1,1,1,0,1,336.3711095
1,0,1,1,0,1,1,0,1,0,0,1,758.9886777
0,0,0,0,0,1,0,0,0,1,1,1,1688.294747
1,1,1,1,1,1,0,1,0,0,0,0,1761.265371
0,0,0,1,0,1,1,0,1,0,0,1,793.8062657
0,0,0,0,1,1,1,0,0,0,0,1,2020.896358
0,0,0,0,0,1,0,0,0,0,1,1,296.7260391
1,0,0,1,0,1,0,0,0,1,0,0,862.6906733
1,0,1,0,0,1,1,0,1,0,1,1,1003.080929
0,0,0,1,0,1,0,0,1,0,0,0,2646.099689
0,0,1,0,1,1,0,0,0,0,1,1,1525.81124
1,0,1,1,1,1,1,0,1,0,0,1,2536.53749
0,0,0,1,1,1,1,0,1,0,0,1,1225.184798
1,1,1,0,0,1,1,0,0,1,0,1,877.2126863
1,0,0,0,1,1,0,0,1,1,0,1,2058.120961
1,1,0,1,0,1,1,1,1,1,0,1,1063.793472
0,0,0,0,1,1,0,1,0,0,0,1,707.2606071
0,0,1,1,1,1,0,0,0,0,1,1,1421.06817
0,0,0,1,0,1,0,1,1,1,0,1,1715.911701
1,0,0,0,1,1,1,0,1,0,0,1,834.0925038
0,0,1,0,1,1,0,1,0,1,1,1,1272.863604
1,1,0,0,1,1,1,0,1,0,1,1,1092.512913
1,0,1,1,1,1,1,1,1,0,1,0,1200.461726
0,0,0,0,1,1,0,0,0,0,0,1,1069.18746
0,0,0,0,0,0,1,0,1,0,1,1,1800.326325
1,0,0,1,1,1,0,1,1,1,0,0,1725.323883
1,0,1,1,0,1,0,0,0,1,0,1,1516.686884
1,0,1,1,1,0,1,0,0,0,0,1,924.6142337
0,0,0,0,1,1,0,1,0,0,0,0,2082.052634
0,0,0,0,1,1,1,0,0,0,1,0,2329.310551
0,0,1,0,0,1,1,0,1,1,1,0,1341.508482
1,0,1,1,0,1,0,0,1,1,1,0,967.8404944
0,0,1,1,0,1,0,0,0,0,1,1,492.0307787
0,0,1,0,1,1,0,0,0,0,0,1,1289.426725
0,0,1,1,0,1,0,0,0,1,0,1,2609.91314
1,0,0,1,0,1,0,0,0,0,1,0,968.8124201
0,0,1,1,0,1,0,1,0,0,0,1,964.5339675
0,0,0,0,1,1,1,0,1,0,1,0,1406.140722
0,1,1,1,0,0,0,0,0,1,1,1,1495.619695
0,0,0,1,0,1,0,0,1,1,0,0,1034.133433
0,1,0,0,1,0,0,1,0,0,0,1,1108.726166
0,0,0,0,1,0,0,0,0,1,1,1,761.9139877
1,0,0,1,1,1,1,0,1,0,0,1,1686.732783
0,1,0,0,0,1,1,0,0,1,0,0,2047.373281
0,1,0,0,0,0,0,0,0,0,0,1,1244.129071
1,1,0,0,1,1,0,0,1,1,1,0,1395.575443
1,0,0,1,0,1,0,0,1,0,1,1,981.2775952
1,0,1,1,1,1,0,0,1,1,1,1,2074.948906
0,1,1,1,0,1,0,0,1,0,1,1,601.2192303
0,0,1,0,0,1,0,0,0,0,1,1,532.1499344
0,0,1,1,0,1,0,0,0,0,0,1,542.7248776
0,0,0,1,1,1,1,1,0,0,0,1,1133.808688
1,0,0,0,1,1,1,1,1,1,0,1,2540.062525
1,0,0,0,1,1,1,0,1,1,1,1,714.7114049
1,1,1,0,1,1,1,0,1,0,0,1,2258.203171
0,0,0,0,0,1,1,0,0,1,1,0,1119.402193
1,0,0,1,0,1,0,0,0,1,1,0,1214.354546
1,1,0,0,1,1,0,1,0,0,0,0,1429.845787
1,0,0,0,1,0,0,1,0,1,0,1,1150.114958
1,1,0,0,1,1,1,0,1,0,0,0,1544.180199
1,1,0,1,0,1,0,0,1,0,1,0,944.8425929
1,0,0,0,1,1,1,0,0,1,0,1,518.7305953
1,1,1,0,0,1,1,0,0,0,1,1,617.6429974
1,0,0,1,1,1,1,1,1,0,0,1,1581.59431
1,0,0,0,1,1,1,0,1,0,1,0,1146.502548
0,0,1,0,0,1,0,0,1,0,0,1,155.5067148
1,0,1,1,1,1,0,0,1,0,0,0,1021.747631
1,0,0,1,0,1,0,0,0,0,0,1,374.332233
1,0,0,1,0,1,1,0,1,1,0,0,1170.830123
1,1,0,0,1,1,1,0,1,0,1,1,1667.732624
0,0,1,0,1,1,0,0,1,1,1,1,2047.681612
0,0,0,1,0,1,0,1,1,1,1,1,2790.931185
0,0,0,0,1,0,0,1,0,0,1,0,1620.352713
0,0,1,1,0,1,1,0,0,0,1,1,1193.771492
1,0,0,1,0,1,1,1,1,1,1,0,730.8534585
1,1,0,0,1,1,1,0,1,0,1,0,1176.899402
0,0,0,0,1,1,1,0,0,1,0,1,1076.138741
0,0,1,0,0,1,0,0,0,0,0,1,868.8224639
0,0,0,1,0,1,1,1,1,0,1,1,977.9373731
1,1,0,0,1,1,0,0,1,0,0,1,1245.735579
1,0,1,1,1,0,1,0,0,1,1,0,1042.042108
1,0,1,0,1,1,1,0,0,1,0,0,438.8374341
1,0,0,1,1,1,1,0,1,0,1,1,2017.913692
0,1,1,0,0,1,0,1,1,0,0,0,1197.872957
1,1,0,1,1,1,1,0,0,1,1,0,922.2317794
0,0,1,0,0,1,0,1,1,0,1,1,723.6126048
0,0,0,1,0,1,1,1,0,0,0,0,909.0225293
0,0,1,1,0,0,0,0,0,0,1,1,839.1770355
0,0,1,0,0,1,1,0,1,0,1,1,1262.191241
0,0,1,1,0,1,1,0,1,1,1,1,2884.562817
0,0,0,0,1,1,0,0,0,0,0,1,1438.080654
1,0,0,1,0,1,0,0,0,0,0,0,807.0176026
0,0,0,1,1,0,0,0,0,1,0,0,818.8755109
0,0,0,1,1,1,0,0,0,0,0,0,1738.296024
1,0,0,1,1,1,0,0,0,1,1,1,1107.738951
1,0,1,1,0,0,1,0,1,1,0,1,1696.96925
1,0,1,0,1,1,0,0,0,0,0,1,825.6485531
1,0,0,0,1,1,0,1,0,0,0,0,1087.358783
1,0,0,1,1,1,1,0,1,0,0,1,1322.914498
0,0,1,1,0,1,0,0,0,1,0,0,1318.102379
1,0,1,1,1,0,0,0,1,0,0,1,998.0643375
1,0,1,1,0,1,0,0,0,1,0,0,1718.405985
0,0,0,1,0,1,1,1,1,0,1,1,1836.91871
1,0,0,1,1,1,0,1,1,0,1,0,2083.424243
0,0,0,1,1,1,0,0,0,0,1,1,1332.732935
1,0,1,1,1,1,1,0,1,1,0,1,1636.428296
1,0,0,1,1,1,0,1,1,1,0,1,1158.10468
1,0,0,1,0,1,1,0,0,0,0,1,1169.714886
1,0,1,1,1,1,0,0,0,0,1,0,1369.012136
0,0,0,1,0,1,1,1,0,1,0,1,387.3140839
0,0,0,0,1,1,1,0,0,1,0,0,1810.906541
1,0,0,1,0,1,1,0,0,0,0,0,1425.150573
0,1,0,0,0,1,0,1,1,1,1,1,631.6069096
1,0,0,0,1,1,1,1,1,0,0,1,1601.994832
1,0,1,0,1,1,1,1,1,0,0,1,895.0975786
0,0,1,0,0,1,1,1,0,0,0,0,223.4765826
1,0,1,0,0,1,1,0,0,0,0,1,1221.300132
0,0,1,1,0,1,1,0,1,0,1,1,731.2638925
1,0,0,1,1,1,1,0,0,0,0,0,2150.497966
1,0,0,0,0,1,1,0,0,0,1,1,1732.048832
1,1,0,0,0,1,0,0,1,1,1,1,540.3210772
0,0,0,0,1,1,1,0,0,0,0,1,904.6029537
1,0,1,0,1,1,1,0,0,0,0,1,649.075085
1,0,0,1,0,1,0,0,1,0,1,1,1204.289565
1,0,0,1,1,1,1,0,0,1,1,0,2274.334534
0,1,0,1,0,1,0,1,0,1,0,0,1711.957507
0,0,0,0,0,0,0,0,0,0,0,0,1287.261282
1,0,1,0,1,1,1,1,0,1,1,1,1813.141473
0,1,0,0,0,1,1,1,0,1,1,0,1326.083123
0,0,0,1,0,1,1,0,1,1,0,1,2037.009094
0,0,0,0,1,1,0,1,0,0,1,1,663.9805561
0,0,1,0,1,1,1,1,0,0,0,1,2615.909854
1,0,0,0,1,1,1,1,0,0,1,0,1598.041286
0,0,0,0,0,1,1,0,0,1,0,1,2030.890872
0,0,0,1,0,1,0,0,1,1,0,0,1595.672481
0,0,0,1,0,1,1,1,0,0,0,1,1461.63528
0,1,1,0,0,1,1,0,0,0,0,0,452.390983
0,0,1,1,0,1,0,1,1,0,1,0,1594.517874
1,0,1,0,0,1,0,0,1,0,1,1,1165.890091
0,0,1,1,1,1,0,0,0,0,1,0,2087.462333
0,1,0,1,0,1,0,0,1,0,1,0,733.0960018
1,0,1,0,1,1,1,0,1,0,1,1,694.2731917
0,0,1,1,0,1,0,1,0,1,0,0,1290.636519
0,0,1,0,0,1,0,0,0,0,1,0,2166.207365
0,0,0,0,0,1,0,0,0,0,1,1,655.1704765
0,0,1,0,1,1,0,0,1,0,0,1,1989.74777
1,1,1,1,0,1,0,0,0,0,1,0,1795.595369
1,1,1,1,1,1,1,0,1,1,0,1,2210.449566
0,0,0,0,1,1,0,0,0,1,1,1,673.8697136
0,0,1,0,0,1,1,0,0,1,0,1,602.0049206
1,0,1,0,1,1,0,1,0,0,1,1,1357.88248
1,0,0,0,1,1,0,1,1,1,0,1,380.7812664
1,0,1,0,0,1,1,0,1,0,1,1,1838.415776
0,0,1,1,0,1,0,0,0,0,1,1,991.6943982
0,1,0,0,0,1,1,0,0,1,1,0,1313.391104
1,0,1,1,1,1,1,1,1,0,0,1,1018.286618
1,0,0,1,0,0,0,0,0,0,0,1,1069.152457
1,1,0,0,1,1,0,0,1,0,0,1,921.8193418
0,1,0,1,1,1,0,1,1,0,1,0,1387.096942
1,0,1,1,1,1,0,1,0,1,0,1,1481.311788
1,0,1,1,1,1,0,0,0,0,0,1,1376.444987
1,1,0,1,1,0,0,0,0,1,0,1,1215.186143
0,0,0,0,0,1,0,0,1,0,0,1,1131.849487
1,0,1,0,0,0,1,0,1,0,0,1,993.4525617
0,0,1,0,0,1,1,1,0,0,0,1,1404.351494
1,0,1,1,0,0,0,0,0,1,0,1,1283.330518
1,0,0,1,1,1,1,1,0,1,1,0,1186.556596
0,0,1,0,1,1,1,0,0,0,1,1,1325.414246
1,0,1,0,1,1,0,0,0,1,0,1,1864.692477
0,0,0,0,0,1,1,0,1,0,1,1,1078.756333
0,0,0,0,0,1,1,0,1,1,1,1,1501.37548
0,0,1,1,0,1,1,1,0,1,1,0,945.3922235
1,0,1,1,0,1,1,1,0,0,1,0,702.1831409
0,0,1,0,0,1,0,0,0,1,1,1,458.1425479
0,1,1,0,0,1,0,0,1,0,0,0,1271.791514
1,0,0,1,1,1,1,0,1,0,0,1,1829.634417
1,0,1,0,1,1,1,0,1,0,0,1,1977.058574
0,0,0,1,1,1,0,0,0,0,1,0,1152.27854
1,0,0,1,1,1,0,1,1,1,0,1,1057.31768
0,0,0,0,1,1,1,1,0,1,0,1,670.3465702
1,0,0,1,0,1,1,1,0,0,1,1,1538.887965
0,0,0,1,0,1,0,0,0,1,1,0,1322.429941
0,0,1,1,0,1,0,0,0,1,0,0,1167.924948
1,0,0,1,1,1,1,0,1,1,0,0,1380.765825
1,0,0,0,1,1,0,0,0,1,1,0,675.3184526
1,0,1,0,1,1,1,0,0,0,0,1,472.1439723
1,0,1,1,1,1,0,1,1,1,0,0,1114.048401
0,1,1,1,0,1,0,0,0,0,0,1,962.301603
0,0,1,1,0,1,0,1,0,0,1,0,1593.966861
0,0,0,1,1,1,0,0,0,0,1,0,885.0263451
1,0,0,1,0,1,1,1,1,1,0,1,1418.813901
0,0,0,0,0,1,0,0,1,0,0,1,1185.107111
0,0,1,0,1,0,0,0,0,1,1,1,1072.186545
