Churn,Techie,TechSupport,StreamingTV,StreamingMovies,Phone,Multiple,Tablet,DeviceProtection,OnlineSecurity,OnlineBackup,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year
1,0,0,1,0,1,1,0,1,0,1,1,204.963371,1982.607316
1,0,1,1,1,1,1,0,1,1,1,1,270.160419,1998.877156
0,0,0,0,1,1,0,0,0,0,1,1,169.937833,1870.659833
1,1,0,1,1,1,1,1,0,0,1,0,262.610632,831.5573687
1,0,1,0,1,1,0,0,1,0,0,1,152.47417,1043.284658
1,0,1,1,0,1,0,0,0,1,0,1,119.989722,587.0970427
1,0,1,1,1,1,1,0,1,0,0,0,245.146969,2207.767111
0,0,0,0,1,1,1,0,1,0,1,1,214.966286,2252.093831
0,0,0,0,1,0,0,0,0,0,0,1,127.442069,1968.581014
1,0,0,0,1,1,0,0,0,0,1,0,137.461553,992.3896521
0,1,1,0,0,1,0,0,0,0,0,1,124.964303,383.5428131
1,0,1,1,0,1,0,0,1,0,0,0,129.994975,1297.575754
0,0,1,1,0,1,0,0,1,0,0,1,162.471255,507.3968121
0,0,1,0,1,0,0,1,1,0,0,1,172.47417,2095.858312
1,0,1,0,1,1,1,0,0,0,1,0,182.476229,1173.415489
0,1,1,0,0,0,1,0,0,1,0,0,127.511223,885.546457
0,0,1,1,0,1,1,1,1,1,1,1,187.513939,1009.567691
0,0,0,0,0,1,1,1,1,1,0,1,160.00128,1100.161591
1,0,0,0,1,1,1,0,1,0,1,1,182.490006,985.3722849
0,0,0,0,0,1,0,0,0,0,0,1,112.455141,1171.036365
1,0,0,1,0,1,0,0,0,0,0,1,137.439154,556.6697772
0,0,0,0,0,1,1,1,0,1,0,1,147.478341,297.5330656
0,0,1,0,0,1,1,0,0,0,0,1,124.993537,814.974232
0,0,0,1,0,1,0,0,1,1,0,1,120.003499,942.2015895
0,0,0,0,0,1,0,0,1,0,1,0,147.473844,1374.793483
0,0,0,1,0,1,0,0,0,0,1,1,139.934918,1698.876321
1,1,0,1,1,1,0,0,1,0,1,0,242.628057,1015.71304
1,1,0,0,0,1,0,1,1,0,1,0,127.473844,1696.133718
1,1,1,0,1,1,1,0,0,1,0,1,162.498151,1825.848805
0,0,0,0,0,1,0,0,0,0,1,1,134.950905,633.9224183
0,0,1,0,0,1,0,1,0,1,0,1,127.481989,468.2897271
0,0,0,1,0,1,0,1,0,1,1,1,142.452604,1470.820856
0,0,0,0,0,1,1,0,1,0,1,1,159.979358,1336.534659
0,0,0,0,1,1,0,0,1,1,1,0,152.502178,1185.69317
0,0,1,1,0,1,0,0,0,0,0,1,129.948316,1142.173902
1,1,0,1,1,1,0,0,0,0,0,1,207.609354,1061.749813
0,0,0,1,0,1,1,0,1,1,0,0,184.985293,656.1054778
0,0,1,0,0,1,0,0,0,0,1,0,114.983787,391.7847619
1,0,0,1,1,0,0,0,1,1,0,0,222.649979,783.1189106
0,0,1,0,1,1,0,0,1,1,0,1,142.515576,1729.34277
1,0,1,1,0,1,0,1,0,1,0,1,152.466002,535.493169
1,0,1,0,1,1,1,0,1,0,1,1,227.475448,668.5567922
0,0,1,1,0,1,0,1,0,1,1,1,154.961766,2356.021599
0,0,1,1,0,0,1,0,1,0,0,1,162.500489,1526.656486
1,0,1,0,0,1,1,1,1,0,1,1,192.48852,1257.976073
1,0,0,1,1,1,0,0,1,0,1,1,222.628057,1176.40624
1,0,0,1,1,1,0,0,1,1,0,0,222.649979,1556.108789
0,0,0,1,1,1,0,1,1,1,0,1,190.173699,2053.027319
0,0,1,0,0,1,0,0,1,0,1,1,127.506726,411.2961627
1,0,0,0,1,1,0,1,1,0,1,1,149.984492,1488.81735
1,0,0,1,1,1,0,0,1,0,0,0,200.132293,1304.571599
1,1,0,1,1,0,0,0,1,0,0,1,200.132293,1341.595521
1,0,0,0,1,1,1,0,1,1,1,1,217.483972,1123.503268
1,0,0,1,0,0,0,0,1,0,0,0,129.962093,2214.953933
0,0,0,0,0,1,0,0,1,0,0,1,92.5018,732.0802458
0,1,1,1,0,1,0,0,1,0,1,1,164.967019,1099.763014
0,1,1,1,0,1,1,1,0,0,0,1,182.45383,1365.14372
0,0,0,1,1,1,0,0,0,0,1,1,230.105118,1108.349605
0,0,0,0,0,1,0,0,1,0,0,1,124.97808,986.7489919
1,0,0,0,1,1,1,1,0,0,1,0,182.443347,1248.345698
0,0,0,0,1,1,0,0,0,0,1,1,149.937833,1637.132389
1,0,0,1,0,1,1,1,0,0,0,0,137.468388,704.224884
1,0,0,0,1,1,0,0,1,0,1,1,162.460772,1203.486183
0,0,1,0,0,1,0,0,1,0,1,1,139.983006,1665.50808
0,0,0,1,0,1,0,0,0,0,0,0,104.962874,484.8207127
0,0,1,1,0,1,0,1,1,1,1,1,167.484705,1422.716519
0,0,0,0,0,1,1,0,0,0,0,1,144.960655,1341.412763
0,0,1,1,0,1,1,0,0,0,0,1,149.97755,2674.084451
1,0,1,1,0,1,1,1,0,1,1,0,187.46728,1243.061143
1,0,1,1,1,1,0,1,1,0,0,0,232.641455,1111.571623
1,0,0,0,1,1,1,0,1,0,1,1,214.966286,1546.673637
0,0,0,1,0,1,1,0,1,0,1,1,204.963371,834.3144319
0,0,1,0,0,1,1,0,1,0,0,1,169.992756,1688.039806
1,0,1,1,1,1,0,0,0,1,1,1,245.131966,1726.803854
0,0,0,0,0,0,0,1,0,1,0,0,114.972827,717.4300821
0,0,0,0,0,1,1,0,1,1,0,0,160.00128,1656.731409
0,0,0,0,0,1,0,0,0,0,0,1,112.455141,1594.963149
0,0,0,0,0,1,0,0,0,0,0,1,79.978861,1943.112927
0,1,0,0,0,1,0,0,0,0,0,1,92.455141,913.9626257
0,0,0,0,0,1,1,0,0,0,0,1,144.960655,1157.286118
0,0,0,1,0,1,1,0,0,1,0,1,152.462354,1323.979879
0,1,1,0,1,1,1,0,1,1,0,0,175.02109,2138.939088
0,0,0,1,0,1,0,0,0,0,0,1,104.962874,445.4856462
0,0,1,0,0,0,1,1,1,0,0,1,149.992756,2029.97992
1,0,0,1,1,0,1,0,0,0,0,0,240.114868,1363.832113
1,1,1,0,1,1,0,1,0,0,1,0,182.446995,942.5247889
1,0,1,1,1,1,1,0,0,0,0,1,232.62403,1386.523823
1,0,1,1,1,1,1,1,1,0,0,0,232.670689,1526.533644
0,0,1,1,0,1,0,0,0,1,0,0,132.466002,1064.888301
0,0,1,0,1,1,1,0,1,1,1,0,229.993134,1025.864383
0,0,1,0,0,1,0,0,0,0,1,1,147.460067,1561.767949
1,1,0,1,0,1,0,0,0,0,0,0,117.439154,1257.52308
0,0,0,0,0,1,0,0,0,1,0,1,114.972827,253.7938252
1,0,0,1,0,1,1,0,1,0,0,0,162.467607,1138.251038
1,0,0,1,0,1,0,1,1,0,1,1,139.981577,644.5909961
1,1,0,0,1,0,1,0,1,0,0,1,192.470522,507.8003206
0,1,0,0,0,1,0,1,0,0,0,0,112.455141,278.350323
0,0,0,1,0,0,1,1,0,0,0,0,149.944668,1711.161405
0,1,0,1,0,1,0,0,1,0,1,0,172.457857,1234.871994
1,0,0,1,0,1,1,0,0,0,1,1,192.440432,1069.400199
0,0,0,1,1,0,1,0,0,0,0,0,240.114868,1930.538667
0,0,1,0,1,1,1,0,1,0,0,0,204.979684,1538.239707
1,0,1,0,1,1,1,0,0,0,1,1,214.952509,1357.774068
1,0,0,1,1,1,0,0,1,0,0,0,200.132293,1773.915003
1,1,1,1,1,1,1,0,0,1,0,1,222.665436,1940.626426
0,0,1,1,0,1,1,0,1,0,0,0,174.976769,1819.555319
1,0,0,0,1,1,1,0,1,0,0,0,192.470522,693.1317301
1,0,0,1,1,1,0,0,0,0,1,0,210.105118,1297.983536
0,0,0,1,0,1,0,1,0,1,0,1,119.95684,988.3956919
0,0,1,0,1,1,0,0,1,1,1,0,197.48762,1162.715411
0,0,0,0,0,1,0,0,0,0,0,1,112.455141,465.2586783
0,1,0,1,0,1,1,1,1,1,0,0,184.985293,742.9131016
0,0,1,0,1,1,1,1,1,0,1,0,227.475448,560.8498056
0,0,0,0,0,1,1,0,1,1,0,0,160.00128,1324.200333
1,0,1,0,0,1,1,1,0,0,0,0,137.469817,718.7685676
1,0,0,1,1,1,0,1,0,0,1,1,230.105118,895.2266874
1,0,0,1,0,1,0,0,0,1,1,0,129.976324,418.3354904
1,0,1,0,1,1,1,1,1,1,0,0,175.02109,1926.295645
0,0,0,1,0,0,1,0,0,1,1,0,194.958118,580.4609705
1,0,0,1,1,1,0,0,0,0,0,0,207.609354,1612.238384
1,1,1,0,0,1,1,1,0,0,1,1,179.965581,1068.30748
0,0,0,0,1,1,1,0,1,0,1,1,214.966286,2359.530807
0,1,0,0,0,0,1,1,0,0,1,1,147.456419,1177.455135
0,0,0,1,0,1,0,0,0,1,0,1,139.95684,628.7420412
1,1,0,1,0,1,1,0,0,0,1,0,192.440432,619.3340158
0,1,1,0,0,1,1,1,0,0,0,0,137.469817,1534.097093
1,1,0,1,1,1,1,0,0,0,0,1,240.114868,1289.416735
0,0,0,1,0,0,1,0,1,0,1,1,172.487091,1380.893387
1,0,0,0,1,1,0,1,1,1,0,0,162.482694,1359.631961
0,0,0,1,0,0,0,0,0,1,0,0,139.95684,1116.314298
0,0,0,0,0,1,1,0,0,0,0,1,112.484375,859.8649518
0,0,1,0,0,0,1,0,0,0,0,0,157.469817,788.6164497
1,0,0,1,1,1,1,1,1,1,1,0,257.651257,2113.787891
1,0,0,1,0,1,0,0,1,1,1,1,142.499263,718.4643309
0,0,0,0,1,1,0,1,0,1,1,0,152.455519,2764.347068
0,0,0,0,1,1,0,1,1,0,1,1,162.460772,1145.807042
0,0,0,1,0,1,1,0,0,0,0,0,149.944668,1317.69652
0,0,0,0,0,1,1,1,0,1,0,0,127.478341,1526.143641
1,1,0,1,1,1,0,0,1,0,0,0,187.656013,919.2556886
1,0,0,1,0,1,1,1,0,0,1,0,159.964152,1264.332813
1,0,0,0,0,1,1,0,1,0,0,1,157.483594,1087.336893
0,0,0,1,0,1,0,1,0,0,0,1,137.439154,996.4395858
0,0,1,1,0,1,0,0,0,0,1,1,172.44408,1177.993259
0,1,0,0,1,1,0,1,1,0,1,1,182.460772,723.0321035
0,0,0,0,0,1,0,0,0,0,0,0,112.455141,629.4411174
0,1,1,0,0,1,0,0,0,0,1,1,114.983787,389.1228621
0,0,0,0,1,1,0,0,1,0,1,1,162.460772,2425.22825
1,0,0,1,1,1,0,0,0,1,1,1,200.146524,778.2707384
1,0,0,1,1,1,1,0,1,0,0,1,252.637807,1242.543701
1,0,1,1,1,1,1,0,0,0,1,0,242.643514,1507.329753
1,0,0,1,1,1,1,0,1,0,1,1,242.657291,871.1409059
0,0,0,0,0,1,0,0,0,1,1,1,104.992311,1267.06092
1,0,0,1,1,1,0,0,0,0,0,1,175.133074,1970.80666
1,0,1,1,0,1,1,0,0,0,0,0,162.45383,2025.927893
1,0,0,0,1,0,1,1,1,1,0,0,174.988208,2332.190421
0,0,0,1,0,1,1,0,0,0,0,1,169.944668,966.6292325
1,0,1,0,1,1,1,0,0,1,1,1,217.470195,1233.819233
0,0,1,0,0,1,1,0,0,0,0,1,124.993537,351.7314539
1,1,1,0,1,1,1,0,0,1,1,0,184.993915,819.3644961
0,0,0,1,0,1,1,0,0,1,0,1,172.462354,760.1061976
1,0,0,1,1,1,1,0,1,0,1,0,242.657291,1043.299446
0,1,0,0,0,1,0,0,0,0,0,0,112.455141,667.4764252
0,0,0,0,1,1,0,0,0,0,0,0,127.442069,1313.42902
1,0,0,0,1,1,1,0,1,1,0,1,194.988208,1204.745285
0,0,1,1,0,1,0,0,0,1,0,1,152.466002,1630.52375
1,0,0,0,1,0,1,0,0,1,0,1,182.465269,515.5449981
0,0,0,1,0,1,0,0,1,0,1,1,172.457857,1090.460081
1,0,0,0,1,1,0,0,0,1,1,0,139.979239,1465.984907
0,0,1,1,0,1,1,0,1,0,0,0,194.976769,1018.373473
0,0,0,0,0,1,0,1,0,1,1,1,117.468591,962.0380085
0,1,0,0,0,1,1,0,0,0,0,1,144.960655,426.0222677
0,0,1,0,0,1,1,1,0,0,0,0,137.469817,1737.873621
1,0,0,0,1,1,0,0,1,0,1,1,182.460772,1039.74162
1,0,1,1,0,1,1,0,1,0,1,1,197.472533,1454.360571
0,0,1,0,0,1,1,0,0,0,0,0,157.469817,306.0664281
1,0,1,0,1,1,0,0,1,0,1,1,162.493654,636.8514545
0,0,1,0,0,1,1,0,0,0,1,1,179.965581,1440.784345
1,1,0,1,1,1,0,0,1,0,1,1,222.628057,1274.602374
0,0,0,0,0,1,0,0,1,1,1,1,149.99153,749.2520943
0,0,0,0,1,1,0,1,1,0,0,1,139.965008,1647.38223
1,0,0,1,1,1,1,0,0,0,1,1,262.610632,1503.937766
0,1,1,0,1,1,1,0,0,0,0,0,172.456745,901.8793581
0,0,0,1,0,1,0,0,0,0,0,0,104.962874,691.4493988
1,0,0,1,1,1,1,0,0,1,1,0,245.128318,1608.852045
1,0,0,1,1,1,0,0,0,1,1,1,212.622804,2867.22601
0,1,0,0,1,0,0,0,1,1,1,1,184.978458,1265.78479
0,0,0,1,0,0,0,0,0,0,0,1,137.439154,952.3729916
0,0,0,0,1,1,1,0,0,0,1,1,202.443347,2154.298838
1,0,1,1,1,1,1,0,0,0,1,1,255.119794,1435.783347
0,1,1,0,0,1,1,0,1,1,0,1,152.510442,1784.584135
1,0,0,1,1,1,0,0,1,0,1,1,242.628057,785.5416603
1,0,0,1,1,1,0,0,1,0,0,1,220.132293,1014.075999
0,0,1,0,0,1,1,0,1,0,1,1,160.01224,1331.25339
0,0,0,0,0,1,1,0,0,1,1,1,149.974105,2283.190011
0,0,0,1,1,1,0,0,0,0,1,1,230.105118,1040.342682
1,0,1,0,1,1,0,0,1,0,1,1,162.493654,1385.152156
0,1,1,0,0,1,0,1,0,1,0,0,95.005709,618.4967851
0,1,1,0,1,1,1,0,0,1,1,0,197.470195,2054.101088
0,1,0,0,0,1,0,0,0,1,0,1,82.496547,631.4316327
0,0,0,1,0,1,1,0,0,1,0,0,172.462354,933.4257317
0,0,1,0,1,1,0,0,0,0,0,0,127.474951,772.3133729
0,0,1,1,0,0,0,0,1,1,1,0,167.484705,1828.057047
1,0,1,1,0,1,1,0,0,1,0,0,184.971516,1123.759368
1,1,0,0,1,0,0,1,0,1,1,1,172.455519,464.4748418
1,0,0,1,1,1,0,0,1,1,0,1,202.649979,1417.801952
0,0,1,1,0,1,0,0,0,0,0,1,149.948316,1146.616856
1,0,1,1,1,1,0,0,1,0,0,1,200.165175,2692.885423
0,0,0,1,0,1,1,1,1,0,1,0,184.963371,2217.734847
1,0,1,0,0,1,0,0,0,0,1,0,127.460067,1262.531104
0,0,0,1,0,1,0,0,0,0,0,0,137.439154,1919.490397
0,0,0,1,1,0,1,0,1,0,0,0,232.637807,1970.26742
1,0,1,1,1,1,0,0,0,1,0,0,202.636202,1279.856552
0,0,1,0,0,1,1,0,0,0,0,1,157.469817,1299.5973
0,0,0,0,1,0,0,1,1,0,1,1,182.460772,781.9302227
1,1,1,1,1,1,0,0,1,1,0,1,215.159141,2056.185889
1,0,0,1,1,1,1,0,1,0,1,1,275.133571,1615.418802
0,0,0,1,0,1,0,0,1,1,1,1,142.499263,840.5098283
0,0,0,1,0,1,1,0,1,0,1,1,204.963371,2118.488416
0,0,1,0,1,1,1,0,0,0,1,0,214.952509,1328.734281
0,0,0,1,0,1,1,0,1,0,1,1,204.963371,782.9998382
1,0,0,1,1,1,1,1,0,0,0,1,220.114868,1540.140383
1,1,1,0,0,1,1,0,1,0,0,0,169.992756,785.4118808
0,0,1,0,1,0,1,0,1,0,0,0,172.503404,1136.55652
1,0,0,1,0,1,1,1,0,0,1,1,192.440432,933.8036457
1,0,1,1,1,1,0,0,0,0,1,1,210.138,673.9015902
1,0,0,1,1,1,0,0,1,0,0,0,200.132293,2271.84102
0,0,0,0,0,1,0,0,1,0,0,0,124.97808,316.7739538
1,0,0,0,1,1,1,1,0,1,1,0,184.961033,1088.89675
0,0,0,0,0,1,1,0,0,0,0,1,112.484375,640.9334119
0,0,1,1,0,1,0,1,1,0,0,1,162.471255,1845.259523
0,0,0,0,0,1,0,0,0,0,1,0,114.950905,1420.927135
0,0,1,0,1,1,0,1,0,1,1,0,152.488401,1312.700259
1,0,0,1,1,1,0,1,0,0,1,1,230.105118,1632.365102
1,0,0,0,0,1,0,0,1,0,1,1,127.473844,913.9152886
0,0,0,1,0,1,1,0,0,1,1,0,194.958118,2273.781965
0,0,0,1,1,1,0,1,1,0,1,0,242.628057,1185.892988
1,0,1,1,1,1,0,1,0,0,1,1,242.61428,1890.640168
1,0,0,0,1,1,0,0,0,0,0,0,127.442069,1659.769248
0,0,0,0,0,0,1,0,1,0,1,1,147.503078,1143.017435
0,1,0,1,0,1,1,0,1,0,0,1,149.991327,855.939459
0,0,0,0,1,1,0,0,1,1,0,1,130.006414,780.2278932
0,0,0,1,0,0,1,0,1,1,1,0,175.004777,1593.466069
0,1,0,0,0,1,0,0,0,1,1,0,117.468591,1071.920592
1,0,1,1,0,1,1,0,0,1,0,1,152.495236,644.1045211
1,1,0,0,1,1,1,1,1,1,0,0,194.988208,971.7404705
0,0,0,0,1,1,0,0,0,0,0,1,147.442069,1039.67302
1,0,0,1,1,1,1,0,1,0,1,1,275.133571,1381.481321
1,0,1,0,1,1,0,0,0,1,0,1,162.468917,522.4564791
0,0,0,0,0,1,1,0,1,1,1,0,162.497044,1284.691556
0,0,1,0,0,0,1,0,0,0,1,0,179.965581,703.8007764
0,1,1,0,1,1,0,0,0,0,1,1,182.446995,1544.501137
1,0,0,1,1,1,0,0,1,1,1,1,245.145743,1896.10656
1,0,0,1,1,1,1,1,0,1,1,1,232.652038,1991.187997
1,0,0,1,1,1,1,1,0,1,1,1,245.128318,2081.752385
1,0,0,1,1,1,1,0,1,1,1,0,277.651257,2115.879744
0,0,1,0,0,1,0,0,1,1,1,1,142.500692,1357.285615
1,0,0,1,0,1,0,0,1,0,1,0,152.457857,1308.999159
1,0,1,1,1,1,1,0,1,1,0,1,267.664655,1319.229599
1,0,1,0,1,1,1,1,1,0,1,1,227.475448,991.3985734
1,0,0,0,1,1,0,0,0,0,0,0,147.442069,310.1585772
1,0,0,1,0,1,1,0,0,0,0,1,149.944668,1254.943448
1,0,0,1,1,1,0,0,1,0,0,1,220.132293,1411.150345
0,0,1,0,0,1,0,1,1,0,1,1,139.983006,2446.475453
1,0,1,1,0,1,0,0,0,0,1,0,139.9678,1262.985557
0,0,0,0,0,1,1,0,1,1,0,0,140.00128,1365.994148
0,0,0,0,0,1,1,0,0,0,0,1,144.960655,916.7201648
0,1,0,0,1,1,0,1,0,1,0,0,149.959755,933.01364
1,0,1,1,0,1,1,0,1,0,0,1,194.976769,609.6168115
1,0,0,1,0,1,1,0,1,1,0,0,164.985293,1882.951404
0,1,1,0,0,1,1,0,1,1,0,1,152.510442,1638.383088
0,0,0,0,0,1,0,0,1,1,0,1,127.495766,1630.020341
0,0,0,0,1,1,1,0,1,0,0,1,172.470522,1887.699697
1,0,1,0,1,1,1,0,0,1,0,1,194.974431,897.6280912
0,0,0,0,0,1,0,1,1,0,0,1,124.97808,297.4433143
1,0,0,1,1,1,1,0,0,0,1,1,242.610632,1683.078344
1,1,1,1,0,1,1,0,1,1,1,1,199.990219,1806.970628
1,0,1,1,0,1,0,1,1,0,1,0,184.967019,1873.00718
0,1,0,0,1,1,0,1,0,0,0,1,147.442069,444.0474919
1,1,1,1,1,1,1,0,0,1,0,0,255.141716,859.0587897
1,0,0,0,1,1,1,0,0,0,0,1,159.947583,2122.146303
1,0,0,1,1,1,0,1,0,0,1,0,210.105118,2734.384392
0,0,1,1,0,1,1,1,0,1,0,1,164.971516,1412.478266
0,0,1,0,0,1,1,0,0,1,0,1,127.511223,408.200312
1,0,1,1,0,1,0,0,0,1,0,1,152.466002,1344.718981
1,0,0,1,0,1,1,1,0,0,0,1,169.944668,991.7932314
1,0,1,0,1,1,0,0,1,0,0,0,139.99789,698.1794441
0,1,0,0,1,1,0,0,1,0,1,1,182.460772,1266.19109
1,0,0,0,1,1,1,0,0,0,1,1,202.443347,1204.39272
1,0,1,1,1,1,1,0,0,0,0,0,232.62403,1607.735971
0,1,0,0,0,1,1,1,0,0,1,0,134.980139,548.9193645
0,0,0,1,0,1,0,0,1,1,1,0,154.975543,1827.283455
0,0,0,0,1,1,0,0,1,0,1,0,182.460772,1103.011016
0,0,0,1,0,0,1,0,1,0,1,1,204.963371,616.51937
1,0,0,1,1,1,1,1,1,0,0,1,220.161527,838.173682
1,0,1,1,1,1,1,1,0,1,0,1,222.665436,1024.224748
0,1,0,1,0,1,0,0,1,1,1,1,154.975543,2947.224753
0,1,0,0,1,1,0,0,0,0,0,1,127.442069,1174.414663
1,0,0,1,0,0,0,1,0,1,1,1,142.452604,1408.424309
0,0,0,1,0,1,0,1,1,0,0,0,149.962093,1333.444788
0,0,0,1,0,1,1,0,0,1,1,1,194.958118,2419.797484
1,0,1,0,1,1,0,1,1,1,0,1,154.991856,1135.519834
1,0,1,0,1,1,0,1,0,0,1,0,149.970715,980.0465426
1,0,0,1,1,1,1,0,0,1,1,0,245.128318,1925.341061
0,0,1,1,0,1,1,0,0,0,0,0,182.45383,1914.400241
0,0,0,0,0,1,1,0,0,0,0,0,144.960655,481.3363042
1,0,0,1,1,1,1,1,1,0,0,1,220.161527,1321.712528
0,0,0,0,1,1,1,0,1,0,0,0,172.470522,901.2877149
1,1,1,1,1,1,1,1,0,0,1,0,255.119794,2158.332479
0,0,0,0,0,1,0,1,0,0,0,1,92.455141,720.6019295
1,0,0,1,0,1,0,0,0,1,0,0,107.48056,1727.703167
1,0,1,1,1,1,0,1,1,1,0,1,235.159141,2196.151925
1,0,0,1,1,1,1,0,1,0,0,1,252.637807,1207.144714
1,0,0,0,1,1,0,0,0,1,1,1,152.455519,1364.133317
1,0,0,0,1,1,0,1,1,0,1,1,162.460772,1461.63461
0,1,0,0,0,1,0,0,0,0,0,0,92.455141,1750.284767
0,0,0,0,1,1,0,0,1,0,0,0,159.965008,884.3816817
0,0,0,1,0,1,1,0,1,0,1,0,204.963371,2729.316361
0,0,0,1,1,1,0,1,1,1,0,1,190.173699,1606.847228
1,0,1,0,1,1,1,0,1,1,0,1,175.02109,862.0866469
1,1,0,1,1,1,1,0,1,0,1,0,242.657291,2072.561109
1,0,1,1,1,1,0,1,0,1,0,0,202.636202,1608.002659
1,1,1,1,1,0,0,0,0,0,0,0,187.642236,1054.514104
1,0,1,1,1,0,1,1,1,1,1,1,290.160419,1150.574869
0,1,0,0,1,1,0,0,1,1,1,1,164.978458,2137.666732
0,1,1,0,1,1,0,1,1,0,1,0,194.969934,1956.469091
1,0,0,1,1,1,1,0,0,0,1,0,242.610632,1647.423104
0,0,1,0,0,1,0,0,0,0,0,0,124.964303,715.1931007
1,0,1,1,1,1,0,0,1,0,1,0,222.660939,1235.453213
1,0,0,1,0,1,1,0,0,0,0,1,137.468388,700.0279564
1,0,1,1,1,1,0,0,1,0,0,1,232.641455,769.7818684
1,0,1,0,1,1,0,1,1,1,0,0,154.991856,1283.103476
1,0,0,0,1,1,1,0,1,0,1,1,194.966286,1897.050575
0,0,0,1,1,0,0,0,0,1,1,1,232.622804,2299.047664
1,0,1,1,1,1,1,0,1,1,1,1,257.684139,1018.848617
0,0,0,1,0,1,0,0,0,1,1,1,162.452604,1712.040252
0,0,0,0,0,1,0,1,0,0,0,1,92.455141,1777.880577
1,0,0,0,1,1,1,0,0,1,1,0,184.961033,871.6644442
1,0,0,1,0,1,1,0,0,1,0,1,172.462354,1782.747566
0,0,0,0,0,1,0,1,0,0,0,1,112.455141,242.9947554
0,0,0,0,0,1,0,0,1,1,1,1,149.99153,1505.903299
0,0,1,0,1,1,0,1,0,1,0,1,162.468917,380.7222437
1,0,0,0,0,1,0,1,1,0,1,1,127.473844,1064.629876
1,0,0,1,0,1,0,0,0,0,1,1,127.458638,850.5053759
1,0,0,1,1,1,1,0,0,0,0,1,240.114868,764.3624669
0,0,1,1,0,1,1,0,1,0,0,1,162.500489,1228.537824
0,0,1,1,0,1,0,1,1,0,1,1,184.967019,1197.086571
1,1,0,1,1,1,1,0,0,1,0,1,242.632554,1984.668288
1,0,1,1,1,1,1,0,0,0,0,0,232.62403,2954.525101
0,0,1,0,1,1,0,0,0,0,1,1,149.970715,703.2651223
1,0,0,1,1,1,1,0,1,0,1,0,255.133571,1745.431051
1,1,0,1,1,0,0,1,1,1,0,0,202.649979,2900.101871
1,0,1,1,1,0,1,0,1,0,1,1,287.642733,1572.393016
0,1,0,0,0,1,1,0,0,0,0,1,144.960655,968.8971697
0,0,1,0,0,1,0,1,0,1,1,1,129.977753,1239.519501
0,0,0,0,1,1,0,1,0,1,0,1,117.483475,479.0156739
1,0,0,1,0,1,0,0,1,1,0,1,152.479779,1257.485285
1,0,0,1,1,1,1,0,0,0,1,1,230.134352,2109.348841
1,0,1,1,1,1,1,0,1,0,0,1,232.670689,1332.641107
0,0,1,0,0,0,0,0,0,0,0,1,124.964303,386.8447822
1,0,1,1,1,0,1,0,1,1,0,1,247.664655,1338.247732
1,0,1,0,1,1,0,0,0,0,0,1,159.951231,509.6727126
1,0,0,1,1,0,1,1,0,0,0,1,207.638588,1044.435554
1,0,1,1,1,1,1,1,1,1,0,1,247.664655,1467.981883
1,0,1,0,1,1,1,0,1,0,1,1,207.475448,971.697137
1,0,0,1,1,1,0,0,0,0,1,1,230.105118,695.6222319
0,0,1,0,1,1,0,0,1,1,1,1,177.48762,1716.011284
0,0,1,1,0,1,0,0,0,1,1,0,154.961766,2811.648182
1,0,1,1,1,1,0,0,1,0,1,0,235.137219,2363.604752
0,0,0,0,0,1,0,0,0,0,0,0,92.455141,2156.405261
0,0,1,1,0,1,1,0,0,0,0,1,162.45383,2586.074672
1,0,0,1,1,1,0,1,0,0,0,1,207.609354,1241.342647
0,0,0,0,0,1,1,0,1,1,1,1,182.497044,1062.905651
1,1,0,1,1,1,1,0,0,0,1,1,242.610632,1713.700682
0,0,1,0,0,1,0,1,0,1,0,0,107.481989,700.6270933
1,0,0,0,1,1,1,0,0,1,0,1,149.988989,1303.670531
0,0,0,0,0,1,1,0,0,1,0,1,147.478341,1119.209685
1,0,1,0,1,1,0,1,1,0,0,0,152.47417,1496.482536
0,0,1,0,0,1,1,0,0,0,1,1,179.965581,985.6286855
1,0,0,1,1,1,0,0,1,0,0,1,220.132293,1329.24842
0,0,1,0,1,1,1,0,1,0,0,0,204.979684,694.7582953
1,0,1,1,1,1,1,0,1,0,1,1,255.166453,1313.686109
0,0,0,0,0,1,1,1,1,1,1,1,150.020764,529.9370637
1,0,0,0,1,1,1,0,0,0,0,0,179.947583,404.9361415
0,0,1,1,0,1,0,1,0,0,0,1,117.472036,995.3392925
0,0,0,1,1,1,1,0,1,0,0,1,220.161527,1780.064534
0,0,1,0,0,1,1,0,1,1,0,1,152.510442,1559.323963
0,0,0,0,0,1,1,0,1,0,0,1,157.483594,1549.802896
0,0,0,0,0,1,0,1,0,0,1,0,134.950905,790.6280344
0,0,0,0,0,1,0,0,0,0,1,0,102.474625,1040.400476
1,0,0,0,0,1,1,1,1,0,0,1,137.483594,847.1259509
0,1,0,0,1,1,0,1,1,1,1,1,184.978458,1234.044483
0,0,0,0,0,1,1,1,0,1,1,1,169.974105,1333.179191
0,0,1,0,0,1,0,1,1,1,0,1,107.528648,1104.883551
0,0,1,0,0,1,0,0,0,0,0,1,124.964303,1222.291008
0,0,0,0,0,1,0,1,0,1,0,0,114.972827,1153.262724
1,1,1,1,0,1,0,0,0,0,0,0,129.948316,1048.919831
1,0,0,0,1,1,1,1,0,1,1,1,204.961033,661.2094379
