Techie,TechSupport,StreamingTV,StreamingMovies,Phone,Multiple,Tablet,DeviceProtection,OnlineSecurity,OnlineBackup,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,const
0,1,0,0,1,1,0,0,1,0,1,139.9875,5927.225005,1
0,0,0,1,1,1,1,0,1,0,1,182.4653,4861.72144,1
0,1,1,1,1,0,0,0,0,0,1,200.118516,1330.988714,1
0,0,1,0,1,0,0,0,0,0,0,137.4392,5924.003898,1
0,0,0,0,1,0,0,0,0,1,0,134.9509,5869.863059,1
0,1,1,0,1,0,1,0,1,0,1,119.989722,626.5880936,1
0,1,1,0,1,0,0,1,1,1,0,187.484705,1154.565474,1
1,0,0,0,1,0,0,0,0,0,1,112.455141,1751.748167,1
1,0,0,0,1,1,0,1,1,1,1,150.0208,5674.734009,1
0,0,1,1,1,0,0,1,1,1,1,225.1457,1616.617211,1
0,0,0,0,1,0,1,1,1,0,0,127.495766,594.1054279,1
1,0,1,0,1,0,0,0,0,0,0,104.9629,694.3512691,1
0,0,0,1,1,0,0,0,0,1,1,149.9378,4610.488208,1
0,1,1,0,1,1,0,0,0,0,0,182.4538,634.6695443,1
0,1,0,0,1,0,1,1,0,0,0,137.4872,3432.332098,1
1,1,1,1,1,0,1,1,1,1,1,237.6549,1919.953096,1
0,0,1,1,0,0,1,1,0,1,1,222.628057,2138.107161,1
1,0,0,1,1,0,1,1,0,1,1,182.460772,1642.394079,1
0,0,1,1,1,0,1,0,0,1,0,210.105118,2734.384392,1
0,0,0,0,1,1,0,0,0,0,1,144.9607,4606.446472,1
1,0,0,0,1,0,0,1,0,1,1,127.4738,5450.67953,1
0,0,1,1,1,1,0,1,0,1,0,275.133571,1589.339963,1
0,1,0,0,1,0,0,0,1,0,1,107.482,6076.755109,1
0,1,1,0,1,1,1,0,0,1,1,204.9496,5408.328182,1
1,0,1,0,1,1,0,0,0,1,0,192.4404,1318.124689,1
0,0,1,0,0,1,1,1,1,1,0,207.4811,2422.231415,1
0,0,1,1,1,0,0,1,0,0,0,200.1323,4333.830722,1
0,1,0,1,1,0,0,0,0,1,0,182.447,4569.936966,1
0,0,0,0,1,0,1,0,0,0,0,92.455141,774.2937069,1
1,0,0,1,1,0,0,0,1,0,1,149.9598,6318.942793,1
0,0,0,0,1,0,0,0,1,1,0,117.4686,773.2252534,1
0,0,1,1,1,1,1,1,1,1,1,257.6513,6325.364407,1
0,0,1,1,1,1,0,0,0,0,0,240.1149,2018.432674,1
0,1,1,0,1,0,1,1,0,0,0,142.4713,6317.450344,1
0,0,1,1,1,0,1,1,0,1,1,242.6281,5757.952045,1
0,0,1,1,1,1,0,1,0,1,0,275.1336,6212.33447,1
1,0,1,1,1,1,0,0,0,1,1,262.6106,6538.478003,1
0,1,1,0,1,0,0,1,0,0,0,162.4713,2049.799984,1
0,0,1,1,1,0,1,1,1,1,0,245.1457,5980.394774,1
0,0,0,0,0,0,1,1,0,1,1,127.473844,1333.894229,1
1,0,0,1,1,0,0,0,0,0,0,127.4421,6208.310064,1
0,0,1,0,1,1,1,0,0,0,0,149.9447,5773.964084,1
0,1,1,1,1,0,0,1,1,0,0,235.1591,3076.415699,1
0,1,1,0,0,0,0,0,1,0,1,132.466,5645.809212,1
1,0,1,0,1,0,1,0,0,0,0,117.4392,980.9842958,1
0,1,1,0,1,1,0,1,0,1,0,184.9963,6232.28589,1
1,0,0,1,1,0,1,0,1,0,1,149.9598,5761.220242,1
1,1,0,1,1,0,0,1,0,1,1,174.9699,6525.625338,1
0,1,0,0,1,1,0,1,1,1,1,175.0062,5083.028968,1
0,0,0,0,1,1,1,1,0,1,0,147.5031,6056.024801,1
0,1,1,1,1,0,0,0,0,0,0,220.1185,1315.586731,1
0,0,1,1,1,1,0,1,0,1,0,255.1336,2600.878739,1
0,0,0,1,1,0,0,1,1,0,1,142.4827,6388.161243,1
0,0,0,0,1,1,0,0,0,0,1,144.9607,617.0043032,1
0,1,1,0,1,1,1,0,1,1,0,174.991,945.3922235,1
1,0,1,0,1,1,0,0,0,1,1,172.440432,863.4623731,1
0,0,1,1,1,0,0,0,0,0,1,207.6094,5195.500799,1
0,0,0,1,1,1,0,0,1,0,1,149.989,413.1912075,1
0,1,0,0,1,1,1,0,0,1,1,159.9656,5772.977508,1
0,0,0,0,1,0,0,1,1,0,0,127.4958,5480.31735,1
0,0,1,0,1,1,0,1,1,1,1,207.4811,4172.285397,1
0,0,0,0,1,0,0,0,0,1,1,134.9509,5711.519767,1
1,1,1,1,1,0,1,0,0,0,0,220.1185,1761.265371,1
1,0,1,0,1,0,0,1,0,0,1,117.4858,4698.191872,1
0,0,0,1,1,1,0,0,1,1,0,204.961,6257.08697,1
1,0,1,0,1,1,0,1,1,1,1,187.481057,1885.164449,1
0,0,1,0,1,1,0,0,0,1,0,192.440432,708.8254196,1
0,1,0,1,1,0,0,1,0,0,1,172.47417,680.5565136,1
0,0,1,1,1,0,1,0,1,0,1,190.127,6572.766125,1
0,0,1,1,1,1,1,1,1,0,1,255.155493,1125.77426,1
0,0,1,0,1,1,0,1,0,0,1,162.4676,1626.329435,1
1,0,0,0,1,0,0,1,0,1,0,127.4738,5825.616542,1
0,1,1,0,1,0,0,1,0,0,1,142.4713,5031.059535,1
0,1,0,1,1,1,0,0,0,0,0,159.9805,4427.375175,1
0,1,1,1,1,0,0,0,0,0,1,220.1185,6016.072225,1
1,0,0,1,0,0,0,1,1,0,1,130.0064,1903.284724,1
0,1,1,0,0,0,1,1,0,1,1,164.967,1273.860067,1
0,0,1,0,1,1,0,1,1,0,0,184.9853,1275.385401,1
0,0,0,1,1,0,0,1,0,0,0,139.965,1581.415147,1
0,0,0,1,1,0,0,0,0,0,1,147.4421,5432.940887,1
0,0,0,1,1,0,1,1,1,0,1,142.4827,6407.974398,1
0,1,1,1,1,0,0,0,0,1,0,222.6143,2304.085004,1
1,0,0,0,1,0,0,0,1,1,1,117.4686,812.4076078,1
0,0,1,0,1,1,0,1,0,0,0,162.4676,1301.182014,1
0,0,1,0,0,0,0,0,0,0,0,104.9629,6038.002387,1
0,1,1,1,1,0,1,0,1,0,0,202.636202,1608.002659,1
0,0,0,1,1,0,0,1,1,0,0,130.0064,5078.641529,1
1,0,1,1,1,1,1,1,1,0,1,255.1555,864.371328,1
0,0,1,1,1,1,0,1,0,0,1,232.6378,6377.789045,1
0,1,1,1,1,1,1,1,0,1,1,287.6427,4539.933056,1
0,0,0,1,1,0,1,1,1,0,0,142.4827,1162.614265,1
0,0,1,0,1,1,0,1,1,1,0,207.4811,1575.21359,1
0,1,1,0,0,0,1,1,0,0,1,162.4713,4723.305276,1
0,0,0,1,1,0,0,0,0,0,1,114.9658,4165.771029,1
1,1,0,0,1,0,0,0,1,1,0,129.977753,2329.836404,1
0,1,0,1,1,0,0,1,0,0,1,152.47417,1043.284658,1
0,0,1,0,1,1,0,1,1,1,1,207.4811,5777.625223,1
0,0,1,0,1,0,1,1,0,0,1,117.4858,5184.100141,1
0,0,1,1,1,0,0,1,0,0,0,187.656,5902.115401,1
0,1,1,1,1,1,1,1,0,0,0,232.6707,1045.919275,1
0,0,0,0,1,0,0,1,0,1,0,147.4738,3874.362144,1
0,1,0,1,0,1,1,1,0,1,0,207.475448,1057.037731,1
0,0,0,0,0,0,0,0,1,1,0,117.4686,5716.521753,1
0,0,0,1,1,1,0,1,0,1,1,194.9663,1215.716688,1
0,1,0,0,0,1,0,1,0,1,1,172.4885,6343.107984,1
1,0,1,0,1,1,0,0,0,1,0,192.4404,6225.879093,1
0,0,0,0,1,1,0,0,1,1,0,169.9741,1279.680473,1
0,0,1,1,1,1,0,1,0,0,0,232.6378,5918.076763,1
0,0,1,0,1,0,0,1,0,0,1,129.9621,5579.495808,1
0,1,1,0,1,1,0,1,0,0,0,194.9768,544.6911156,1
0,0,0,1,1,1,0,0,0,0,0,159.9476,6335.387515,1
0,0,1,1,1,0,0,1,0,1,1,210.1518,1006.003672,1
0,1,1,1,1,0,1,0,0,1,1,210.138,1060.76878,1
1,0,0,1,0,1,1,0,1,0,1,162.4653,6771.506746,1
0,1,0,0,1,0,0,1,0,0,1,105.011,155.5067148,1
0,1,0,1,0,1,0,0,0,0,0,172.456745,1963.332683,1
0,0,0,1,1,1,1,0,0,1,1,182.4433,4843.627918,1
1,1,0,1,1,0,0,0,1,1,0,164.9647,1559.056164,1
0,0,0,1,1,1,1,0,0,1,1,182.4433,5755.545082,1
0,0,1,1,1,1,0,1,0,1,1,275.1336,6268.031469,1
1,1,0,0,1,0,1,1,0,1,0,159.983,6065.762988,1
0,0,1,0,1,1,0,0,0,1,1,172.4404,6278.608691,1
0,0,1,0,1,1,1,0,0,0,0,169.9447,865.1029349,1
0,1,1,0,1,1,0,1,1,0,1,177.4945,1237.609162,1
0,0,0,0,1,0,0,0,0,0,0,92.45514,575.972228,1
1,1,1,0,0,0,0,1,1,0,1,144.988941,1407.682723,1
0,0,1,0,1,0,0,0,0,1,1,159.9349,5576.065751,1
0,0,0,0,1,1,0,0,0,1,0,167.4564,5799.124998,1
0,0,1,1,1,0,0,1,0,0,0,220.1323,939.0291358,1
0,0,1,1,1,0,0,0,0,1,1,210.1051,4810.343275,1
0,0,1,0,1,0,0,0,1,0,1,107.4806,406.0999161,1
0,0,0,1,1,0,0,0,1,1,1,152.4555,6256.189224,1
0,0,0,1,1,0,0,1,1,1,1,164.9785,2396.551383,1
1,0,1,1,1,1,0,0,1,1,1,245.1283,2177.704307,1
0,0,1,0,1,1,1,1,0,1,1,184.9634,6171.94132,1
0,1,1,1,1,1,0,1,1,0,0,235.188375,1795.290082,1
0,0,1,0,1,0,1,0,0,1,1,159.9349,5751.088702,1
0,1,1,1,1,0,0,0,0,1,1,242.6143,1567.299499,1
0,0,0,1,1,0,1,0,0,1,1,169.9378,567.9194367,1
0,0,0,0,1,0,0,1,0,0,1,124.97808,676.712908,1
0,0,0,1,1,1,0,0,0,1,0,182.4433,5296.312677,1
0,1,0,1,1,1,0,0,0,0,1,192.456745,1312.008382,1
0,1,1,0,1,1,1,0,1,1,0,174.991,1186.8504,1
0,1,1,1,1,0,0,1,0,1,1,255.1372,1428.317482,1
1,0,1,1,1,1,0,1,1,1,0,257.6513,6047.986921,1
0,1,0,0,1,0,1,0,0,1,1,114.9838,693.7341041,1
0,1,1,0,1,0,0,0,0,1,1,172.4441,912.4311552,1
0,1,1,1,1,0,0,0,0,1,1,222.6143,6609.12279,1
0,0,0,1,1,0,0,0,0,0,0,147.442069,1294.790222,1
0,1,1,1,1,1,0,1,0,1,1,255.166453,1313.686109,1
0,1,0,1,0,0,0,1,1,0,1,174.9919,3569.479648,1
1,0,0,0,1,0,0,0,0,0,1,79.97886,499.9821554,1
0,0,1,1,1,0,0,0,0,1,0,230.1051,885.0263451,1
0,0,1,0,1,0,1,1,1,1,1,142.499263,1696.540148,1
0,0,1,1,1,1,1,1,0,0,0,232.637807,1692.566285,1
0,0,0,1,1,0,0,1,0,1,1,182.460772,1039.74162,1
0,1,1,0,1,0,0,0,0,0,1,149.9483,505.5009987,1
1,1,1,0,1,1,1,1,0,0,0,174.976769,1805.011298,1
0,0,0,0,1,0,0,0,1,0,0,114.9728,5291.934219,1
0,0,0,0,1,0,0,0,0,1,1,134.950905,380.0501404,1
1,0,1,1,1,0,0,1,0,1,0,210.1518,6557.61015,1
0,0,0,1,1,0,0,1,0,0,0,139.965,6207.037282,1
0,1,1,0,1,1,0,1,1,0,0,165.0182,5902.542522,1
0,0,0,0,1,0,1,1,1,0,0,127.4958,5399.959925,1
1,0,0,1,1,0,0,1,0,1,1,182.4608,1114.196033,1
0,0,0,1,1,1,0,0,1,1,1,184.961,6805.77977,1
0,0,0,0,1,1,1,0,1,1,0,169.9741,4544.638415,1
0,0,0,0,0,0,1,0,1,1,1,104.9923,3692.139265,1
0,0,0,1,1,0,1,1,0,1,0,149.9845,1224.72764,1
1,1,0,1,1,1,0,0,0,1,1,182.4762,5787.413462,1
1,1,1,1,1,1,0,0,1,1,1,277.63748,1053.415573,1
0,1,0,1,1,0,1,1,1,0,0,174.9919,5976.795747,1
0,0,1,1,1,0,1,1,0,1,0,242.628057,1185.892988,1
0,1,1,1,1,0,0,0,0,0,0,200.1185,5917.686828,1
0,1,0,1,1,0,0,1,0,0,1,152.4742,1705.874036,1
0,0,0,0,1,0,0,1,0,1,0,147.4738,5246.867359,1
1,0,1,1,1,0,0,0,1,1,1,232.622804,1710.216611,1
0,0,0,1,1,1,0,0,0,0,1,159.9476,907.3050831,1
0,0,0,0,1,0,0,0,1,1,0,137.4686,5340.455949,1
0,0,0,1,1,0,0,0,0,0,1,147.4421,1129.578351,1
0,0,0,1,1,0,1,0,0,0,1,147.4421,707.2606071,1
1,0,0,1,1,1,0,0,0,1,1,182.4433,2224.378227,1
0,0,0,0,1,0,0,0,0,0,1,79.978861,1081.14434,1
0,0,0,1,1,0,0,1,0,1,1,182.4608,5964.398265,1
0,0,1,1,1,1,1,0,1,0,0,222.6326,6840.191109,1
0,1,0,0,0,1,1,1,1,0,1,152.5104,1583.398883,1
0,1,0,1,1,1,1,0,0,0,1,192.4567,5679.413102,1
0,0,1,1,1,1,1,1,0,1,1,255.1336,5307.317588,1
0,0,1,1,1,0,0,1,0,1,1,210.1518,6473.783327,1
0,0,0,1,1,0,1,1,0,0,1,139.965,888.7773914,1
0,0,0,1,1,1,1,1,0,1,1,194.9663,1418.327071,1
0,0,0,0,1,1,1,0,0,1,0,167.456419,538.1168657,1
0,1,0,1,1,1,0,1,0,1,0,194.9992,1240.679237,1
1,1,0,1,1,1,0,1,1,0,0,207.49737,1289.886774,1
0,1,0,1,1,1,1,1,0,1,1,194.9992,1217.367061,1
0,1,0,1,1,0,0,1,0,1,1,194.9699,5026.107394,1
0,1,0,1,1,0,1,0,1,0,1,142.468917,1794.480836,1
0,0,0,0,1,1,0,1,0,0,0,125.0073,5991.463291,1
0,1,1,1,1,0,1,0,0,0,1,187.6422,5918.425104,1
1,1,1,0,1,0,1,1,0,0,0,129.995,636.2377993,1
1,1,0,0,1,1,0,0,0,1,0,179.9656,3550.827248,1
1,1,0,0,1,1,1,1,0,1,1,192.4885,5659.937572,1
1,1,1,0,1,0,0,0,1,0,1,152.466,4505.46376,1
1,0,1,1,1,1,1,1,0,1,1,255.1336,6764.539694,1
0,0,1,0,1,1,0,1,0,0,1,162.4676,1685.817734,1
0,0,1,0,1,1,0,0,1,1,0,174.958118,2680.762173,1
0,0,0,1,1,1,0,1,0,0,1,192.4705,1958.174563,1
1,1,1,1,1,0,0,0,0,0,0,200.1185,5512.145017,1
1,0,0,1,1,0,0,1,0,0,0,139.965,5863.981501,1
0,0,0,1,1,0,1,1,1,1,1,184.978458,1000.051774,1
0,0,1,1,1,1,1,1,1,1,1,245.174977,1710.689671,1
0,1,1,1,1,0,1,0,0,0,1,187.6422,823.4333368,1
1,1,0,0,1,0,0,1,0,0,1,105.011,5616.475997,1
0,0,1,0,1,0,1,0,0,0,1,137.4392,5473.614497,1
0,1,1,0,0,1,0,0,0,0,1,149.9776,962.6412103,1
1,0,1,1,1,0,1,0,0,0,0,187.6094,2034.534213,1
0,1,1,1,1,1,0,0,1,1,1,257.6375,7096.494932,1
0,1,1,1,1,1,1,1,1,1,0,270.1604,2657.509636,1
0,0,0,0,1,0,0,0,1,0,0,94.97283,4753.29229,1
0,1,0,0,1,1,0,1,0,0,1,169.9928,957.1118873,1
0,1,1,1,0,1,0,0,1,0,1,255.1417,6140.647609,1
0,0,1,1,1,0,0,0,0,0,0,175.1331,1541.284939,1
0,0,0,1,1,1,1,0,0,0,0,179.9476,1786.342426,1
0,0,1,1,1,0,1,1,1,0,0,202.65,4405.254802,1
0,0,0,0,1,0,0,1,0,1,1,127.473844,913.9152886,1
0,0,0,1,1,0,1,1,0,0,1,159.965,4894.242924,1
1,0,1,1,1,1,0,1,0,0,0,220.1615,4086.565,1
0,1,1,0,1,0,0,1,0,0,0,129.994975,1297.575754,1
0,1,1,0,1,0,0,0,1,0,0,152.466,1932.932484,1
0,1,0,1,1,0,0,1,1,0,1,142.515576,1729.34277,1
0,0,0,1,1,1,0,1,0,0,1,159.994242,906.7867988,1
0,0,0,1,1,1,0,1,0,1,1,214.9663,4165.246664,1
0,1,1,0,1,1,0,1,0,1,0,184.9963,1262.417547,1
1,1,0,1,1,0,0,0,1,0,1,142.468917,778.6094503,1
0,0,0,1,1,1,0,0,0,0,0,179.9476,528.989098,1
0,0,1,1,1,1,0,0,0,0,1,207.6386,5874.187965,1
0,0,0,0,1,1,1,0,0,1,1,167.456419,556.2193844,1
0,0,0,0,1,0,1,1,0,0,0,124.9781,340.8145206,1
1,1,0,1,1,1,0,0,1,0,1,194.9744,5877.566424,1
0,1,0,0,1,1,0,1,1,0,0,172.5104,4996.932332,1
0,0,0,1,1,0,0,1,0,1,1,182.4608,3965.422778,1
0,0,0,1,1,1,0,0,0,0,0,147.4713,1259.837146,1
0,1,1,1,1,1,1,0,1,1,0,277.6375,1417.62647,1
0,0,0,1,1,1,0,1,0,1,0,182.490006,736.9303356,1
0,0,0,1,1,0,0,0,1,1,1,139.979239,1210.196851,1
0,0,0,1,1,0,0,1,1,1,1,184.9785,1227.405249,1
0,0,1,1,0,1,0,0,1,1,0,245.1283,5064.062256,1
0,1,1,1,1,1,1,1,1,0,1,235.1884,2291.446991,1
1,0,1,1,1,1,0,0,0,0,0,207.6386,981.8469749,1
0,1,1,1,1,0,0,1,1,1,0,237.6549,2037.626802,1
0,0,0,0,1,1,1,0,0,1,0,167.4564,1190.056958,1
0,1,1,0,1,0,0,0,1,0,1,152.466002,1630.52375,1
0,1,1,1,1,1,1,0,0,1,1,275.1198,6484.571924,1
1,1,0,1,1,0,0,1,1,1,1,165.0113,6205.183353,1
1,1,1,1,1,0,0,1,0,0,1,212.6415,6236.771039,1
0,0,0,0,1,0,0,0,1,0,1,114.9728,5414.545503,1
0,0,0,0,1,1,1,0,0,0,1,112.4844,5604.566058,1
0,0,1,0,1,0,0,1,1,1,1,174.975543,737.8564608,1
0,0,1,0,0,1,0,1,0,1,0,184.963371,2155.00052,1
0,1,1,0,1,1,1,1,0,1,0,184.9963,5317.113285,1
0,0,1,1,1,0,0,1,0,0,0,187.656,1129.173931,1
0,1,1,0,1,1,0,0,0,0,0,162.4538,6557.961131,1
0,0,1,0,1,1,0,1,0,0,1,162.4676,6554.853473,1
1,0,0,1,1,1,1,0,1,0,0,162.465269,1457.990407,1
1,0,1,1,1,0,0,1,0,0,1,200.132293,1537.296207,1
0,0,0,0,1,1,0,1,0,1,1,159.9794,6565.889584,1
0,1,0,0,1,0,0,0,0,1,1,127.460067,1808.501398,1
0,0,1,0,0,0,0,0,0,0,1,117.4392,5975.364608,1
0,0,1,0,1,0,0,0,0,0,1,104.9629,4522.06926,1
0,0,0,1,1,1,0,0,0,1,0,202.4433,5614.068087,1
0,1,1,0,1,0,0,0,1,0,0,132.466,6613.783896,1
0,0,0,1,1,0,0,0,0,0,1,127.442069,851.811469,1
0,0,0,1,1,1,0,0,1,1,1,204.961,1332.165747,1
0,0,0,0,1,1,1,0,0,0,0,144.9607,3842.137812,1
1,0,0,0,0,0,0,1,0,1,1,147.4738,4573.084997,1
0,1,1,0,1,0,0,0,0,1,1,139.9678,1754.601627,1
0,0,1,0,1,1,0,0,0,0,1,137.4684,5585.510396,1
0,0,1,0,1,1,0,1,0,1,1,172.4871,5027.299322,1
0,0,0,1,1,1,0,0,0,1,1,182.4433,6145.391472,1
1,0,0,0,1,0,1,0,0,0,0,112.455141,278.350323,1
0,1,1,1,1,1,1,0,0,1,1,275.1198,5890.997983,1
0,1,0,1,1,1,0,1,1,1,1,209.993134,1433.616898,1
1,0,0,1,1,0,0,1,0,0,0,159.965,6095.07687,1
0,1,0,0,1,0,0,0,0,0,0,124.9643,5804.942334,1
0,0,0,0,1,0,1,0,0,1,1,102.4746,4246.521336,1
0,0,0,0,1,0,1,0,1,0,1,82.49655,320.9812888,1
0,1,1,0,1,0,0,1,0,1,0,164.967,6428.102346,1
1,0,1,1,1,1,1,0,0,0,1,220.1149,5894.516764,1
0,0,1,1,1,0,0,0,0,1,1,210.1051,4019.898568,1
0,1,0,1,1,1,0,0,0,1,0,214.9525,4140.83823,1
0,0,0,1,0,1,1,0,0,1,1,169.9671,799.8803649,1
0,1,1,0,1,1,1,0,1,1,1,207.4673,5146.161642,1
0,0,1,0,1,0,0,0,1,0,1,107.4806,5099.866817,1
0,1,1,0,1,0,0,0,1,0,1,152.466,4051.99766,1
0,0,1,1,0,0,0,0,0,1,1,230.1051,6010.445763,1
1,1,1,0,1,0,0,0,0,1,0,152.4441,776.5788688,1
0,0,1,1,1,1,0,0,0,0,1,240.114868,1549.466596,1
0,0,1,0,1,1,1,0,0,0,0,169.9447,4480.828708,1
0,0,0,1,1,1,0,1,0,0,0,192.470522,780.3612617,1
0,1,1,1,1,0,1,0,0,1,1,242.6143,5823.67123,1
1,1,1,0,1,1,0,0,0,1,1,184.949594,1468.00712,1
0,0,1,1,1,1,1,0,0,0,1,207.6386,4865.980872,1
0,0,1,1,1,1,1,0,1,1,1,265.1283,6303.172568,1
0,0,1,1,1,0,0,0,0,1,0,230.1051,4819.017885,1
0,0,0,1,1,0,1,1,1,0,0,142.4827,6597.676726,1
0,0,0,1,1,0,0,0,1,1,1,152.455519,1416.444695,1
0,1,1,1,1,0,0,1,0,1,0,235.1372,5313.315024,1
0,1,0,1,1,1,0,0,0,1,1,214.9525,1325.414246,1
0,0,1,0,1,0,0,0,1,0,1,139.9568,841.9569184,1
0,0,1,1,1,0,0,0,0,0,1,175.133074,1798.360928,1
0,1,1,1,1,1,0,1,1,1,0,290.1604,4889.524005,1
0,1,1,0,1,1,0,1,0,0,0,194.976769,704.7540406,1
0,0,1,1,1,0,0,1,0,0,1,220.1323,5652.969156,1
0,0,0,1,1,1,0,1,1,1,1,217.484,4957.613255,1
0,1,1,1,1,0,1,0,0,1,1,222.6143,1776.804483,1
0,0,0,1,1,0,0,1,0,0,1,127.4887,1617.794287,1
0,1,1,0,1,0,0,1,0,0,1,162.4713,4232.407012,1
1,1,1,0,1,1,0,1,1,1,1,199.990219,1806.970628,1
0,1,0,1,1,1,0,0,0,0,1,159.9805,1385.435891,1
0,1,1,0,0,0,0,0,1,0,0,152.466,5839.250864,1
1,0,0,1,1,0,1,1,0,1,1,149.9845,877.990892,1
0,1,0,0,1,0,0,1,0,0,1,117.487242,699.4793992,1
1,0,1,0,1,0,1,1,0,0,1,149.962093,821.4684599,1
0,0,0,1,1,0,1,0,0,0,0,127.4421,6131.622551,1
0,0,1,0,1,0,0,0,0,0,1,137.4392,2246.098296,1
0,1,0,1,1,0,0,0,1,1,0,164.9647,5868.506672,1
0,0,0,1,1,1,0,1,0,1,0,182.49,6033.438284,1
0,0,1,0,1,0,1,0,0,1,1,139.9349,6206.523208,1
0,0,0,1,1,0,1,1,0,0,1,159.965,1492.297826,1
0,0,1,0,1,0,0,0,1,0,0,119.9568,1052.973308,1
0,0,0,0,1,0,1,0,0,1,1,102.4746,5662.934771,1
0,0,0,0,1,0,0,1,1,0,1,107.495766,1468.357421,1
0,0,1,1,1,0,0,1,0,1,0,222.6281,6066.459973,1
1,1,1,0,0,0,0,1,0,1,0,164.967,1391.823736,1
0,1,0,0,0,1,1,1,0,0,1,149.992756,2029.97992,1
0,0,1,0,1,0,0,0,0,0,1,117.4392,1453.3619,1
1,1,1,1,1,1,0,0,1,0,1,255.1417,6329.078853,1
0,1,0,1,1,0,0,1,1,1,1,177.4876,948.6927365,1
0,0,1,1,1,1,0,1,1,0,1,255.1555,4918.917802,1
0,1,0,1,1,0,1,0,1,1,0,152.4884,625.201163,1
0,1,0,0,1,1,0,0,1,0,1,127.5112,3891.647782,1
0,1,0,0,1,0,1,1,1,0,1,120.004928,1885.939118,1
1,1,1,1,1,0,0,0,0,0,1,220.1185,3479.074804,1
0,0,1,1,1,0,1,0,0,0,0,207.6094,6127.79877,1
0,1,0,0,1,1,0,1,1,0,1,172.5104,769.9868737,1
0,1,0,0,1,0,0,1,0,0,0,105.010962,1541.134986,1
0,0,0,0,1,1,0,1,1,0,0,160.00128,513.2164776,1
0,1,0,0,1,1,0,1,1,0,0,172.5104,3754.296166,1
0,0,0,1,1,0,0,0,0,0,0,127.442069,1311.269805,1
0,1,0,0,1,1,0,1,1,1,1,195.0062,5338.013529,1
0,0,1,0,0,1,0,1,0,1,1,184.9634,4863.46622,1
1,1,1,0,1,0,0,0,0,1,0,139.9678,520.3000287,1
0,0,0,0,1,1,0,0,1,0,1,147.478341,1446.203986,1
0,1,1,0,1,0,0,0,0,1,1,152.4441,6591.238553,1
0,0,0,1,1,1,1,1,0,1,1,214.9663,5695.993093,1
1,0,1,0,1,1,0,0,0,1,0,172.4404,5208.79271,1
0,1,0,1,1,1,1,1,1,0,0,207.4974,6051.894924,1
0,0,0,0,1,1,1,0,0,0,1,124.9607,792.7917972,1
0,1,1,1,1,0,0,0,1,1,1,245.132,2171.232828,1
0,1,0,1,1,0,0,1,0,1,0,194.9699,4823.231075,1
0,0,0,0,1,1,0,0,0,1,1,134.980139,1299.066214,1
0,0,0,1,1,0,1,1,1,1,1,152.502178,1097.703155,1
0,0,0,0,0,0,1,0,1,0,0,114.972827,717.4300821,1
0,1,0,0,1,0,1,0,0,1,1,147.4601,855.2059629,1
0,0,1,0,1,0,1,1,0,1,1,172.4579,5356.753961,1
0,0,0,1,1,1,1,0,0,1,0,202.4433,805.2130716,1
0,1,0,0,1,1,1,0,1,0,0,139.9875,1342.337702,1
1,0,0,1,1,1,0,0,0,0,0,159.9476,5374.949556,1
0,0,1,1,1,0,0,0,0,1,1,197.6288,5925.795152,1
0,0,1,1,1,0,1,1,0,1,0,210.1518,2083.424243,1
0,0,0,1,1,0,0,0,1,0,1,129.9598,2007.890075,1
0,1,0,1,1,0,0,0,0,1,1,162.447,1292.032339,1
0,0,1,0,1,1,0,0,0,0,1,169.9447,1169.714886,1
0,0,1,1,1,1,0,0,0,1,0,230.1344,1553.750811,1
0,0,0,1,1,0,0,0,1,0,1,117.4835,6044.380838,1
0,0,0,0,1,0,1,1,0,0,1,92.5018,5953.601251,1
1,0,1,0,1,0,0,1,1,0,1,152.4798,4091.382815,1
0,1,0,1,1,1,0,0,1,0,1,174.9744,4778.620483,1
0,0,0,0,1,0,1,0,0,0,1,112.455141,242.9947554,1
0,0,0,0,1,1,1,0,1,0,1,147.4783,3951.955674,1
0,1,0,1,1,1,1,1,0,0,0,184.979684,2230.367018,1
0,0,1,0,1,0,1,1,0,0,0,129.9621,861.7738077,1
0,0,0,0,1,1,0,0,0,1,1,134.9801,5019.79687,1
0,0,0,0,1,0,1,0,0,0,1,112.4551,5610.20542,1
0,0,0,1,1,0,0,0,0,1,1,149.9378,5625.88893,1
0,0,1,1,1,0,1,0,0,0,0,207.6094,4308.793771,1
0,1,0,0,1,1,1,0,0,0,1,137.4698,6396.071626,1
1,1,1,1,1,0,1,1,0,0,1,212.641455,1404.974888,1
0,0,1,1,1,1,0,1,0,0,1,252.6378,2864.553994,1
0,0,1,1,1,0,0,0,0,1,1,197.6288,5770.590829,1
1,1,1,0,1,1,1,1,1,1,0,199.990219,1342.862457,1
0,0,1,0,1,1,0,0,0,0,1,137.4684,975.6560108,1
0,1,1,1,1,0,0,1,0,1,1,255.1372,4844.338366,1
0,0,1,0,0,1,0,1,0,1,1,204.963371,1929.06738,1
1,0,1,0,1,1,0,0,1,1,1,194.958118,1563.848623,1
0,0,1,0,1,1,0,0,0,1,1,192.4404,4200.226885,1
0,0,0,1,1,1,0,0,0,0,0,179.9476,869.9774936,1
0,0,1,1,1,0,0,0,0,0,0,187.6094,6707.388345,1
